"from";"to";"cost";"profit";"category"
"2";"10";"3112.86377522181";"152";"Park"
"2";"11";"3500.08839769859";"448";"Park"
"2";"12";"3158.41384589011";"330";"Historical"
"2";"13";"1363.20291350648";"717";"Cultural"
"2";"14";"1207.6277049755";"450";"Transport"
"2";"15";"1544.08156807278";"262";"Cultural"
"2";"16";"1216.70767740963";"210";"Park"
"2";"17";"1465.24207743168";"243";"Park"
"2";"18";"1075.41763296239";"334";"Park"
"2";"19";"1302.42881349428";"376";"Park"
"2";"20";"3046.18404628728";"6";"Museum"
"2";"21";"537.125617850034";"609";"Shopping"
"2";"22";"836.322566628519";"260";"Transport"
"2";"23";"2935.21573415928";"699";"Museum"
"2";"24";"3100.83118275971";"342";"Museum"
"2";"25";"4981.87792934886";"35";"Park"
"2";"26";"450.377841801679";"163";"Museum"
"2";"27";"245.49907581929";"330";"Museum"
"2";"28";"2027.18134203101";"335";"Park"
"2";"29";"777.855925452744";"587";"Museum"
"2";"31";"2278.85564738378";"133";"Cultural"
"2";"32";"2432.27345540513";"885";"Historical"
"2";"33";"1516.43443989135";"1493";"Cultural"
"2";"34";"3756.26311801231";"2";"Park"
"2";"35";"2209.27235254159";"192";"Park"
"2";"36";"8592.61128850531";"894";"Museum"
"2";"37";"1913.49308799126";"785";"Transport"
"2";"38";"1075.7565347594";"279";"Shopping"
"2";"39";"2450.34283081336";"246";"Transport"
"3";"1";"795.755248666966";"1020";"Historical"
"3";"2";"1712.54632214417";"83";"Historical"
"3";"4";"741.564895843208";"895";"Historical"
"3";"5";"839.938488999804";"552";"Cultural"
"3";"6";"1527.60227693229";"472";"Museum"
"3";"7";"847.564581225329";"305";"Historical"
"3";"8";"1066.92740866094";"1584";"Cultural"
"3";"9";"999.400919546717";"946";"Historical"
"3";"10";"3179.7839363797";"152";"Park"
"3";"11";"3305.99358690804";"448";"Park"
"3";"12";"3083.93535008587";"330";"Historical"
"3";"13";"443.006171494889";"717";"Cultural"
"3";"14";"995.011871706339";"450";"Transport"
"3";"15";"1303.19011762181";"262";"Cultural"
"3";"16";"1799.56446519831";"210";"Park"
"3";"17";"1495.68968170876";"243";"Park"
"3";"18";"1657.3939059159";"334";"Park"
"3";"19";"1486.92869593677";"376";"Park"
"3";"20";"3775.49557149466";"6";"Museum"
"3";"21";"1671.08426550938";"609";"Shopping"
"3";"22";"1636.75032708257";"260";"Transport"
"3";"23";"2802.41736065144";"699";"Museum"
"3";"24";"2807.38290842595";"342";"Museum"
"3";"25";"3704.79698742118";"35";"Park"
"3";"26";"2155.77216938953";"163";"Museum"
"3";"27";"1470.87226439281";"330";"Museum"
"3";"28";"579.949419495228";"335";"Park"
"3";"29";"1060.22291847266";"587";"Museum"
"3";"31";"3815.53972025365";"133";"Cultural"
"3";"32";"821.130077453131";"885";"Historical"
"3";"33";"460.492992664322";"1493";"Cultural"
"3";"34";"3154.49867457054";"2";"Park"
"3";"35";"521.357629357635";"192";"Park"
"3";"36";"8967.44194850421";"894";"Museum"
"3";"37";"342.271856050226";"785";"Transport"
"3";"38";"700.006008692289";"279";"Shopping"
"3";"39";"1426.3699090662";"246";"Transport"
"4";"1";"237.161458298823";"1020";"Historical"
"4";"2";"2029.84707278702";"83";"Historical"
"4";"3";"741.564895843208";"859";"Historical"
"4";"5";"1576.48263439693";"552";"Cultural"
"4";"6";"2269.00242219567";"472";"Museum"
"4";"7";"130.305209220001";"305";"Historical"
"4";"8";"771.632510045006";"1584";"Cultural"
"4";"9";"713.508306535926";"946";"Historical"
"4";"10";"3920.29112568206";"152";"Park"
"4";"11";"4043.83619542459";"448";"Park"
"4";"12";"3825.40445019083";"330";"Historical"
"4";"13";"732.627994732934";"717";"Cultural"
"4";"14";"906.197966383186";"450";"Transport"
"4";"15";"2027.07327431473";"262";"Cultural"
"4";"16";"1619.34792214627";"210";"Park"
"4";"17";"1175.58482177848";"243";"Park"
"4";"18";"1533.22323704583";"334";"Park"
"4";"19";"1250.72635587237";"376";"Park"
"4";"20";"4466.81721561979";"6";"Museum"
"4";"21";"1784.2353741867";"609";"Shopping"
"4";"22";"1621.90536076507";"260";"Transport"
"4";"23";"3543.79037284592";"699";"Museum"
"4";"24";"3544.09315839198";"342";"Museum"
"4";"25";"4178.67822528202";"35";"Park"
"4";"26";"2422.88777294675";"163";"Museum"
"4";"27";"1821.58880136141";"330";"Museum"
"4";"28";"1244.73196444494";"335";"Park"
"4";"29";"1588.03399150254";"587";"Museum"
"4";"31";"3819.91568618663";"133";"Cultural"
"4";"32";"1283.09679726482";"885";"Historical"
"4";"33";"1188.27300205069";"1493";"Cultural"
"4";"34";"2422.40338593749";"2";"Park"
"4";"35";"947.387246475955";"192";"Park"
"4";"36";"8352.14720550652";"894";"Museum"
"4";"37";"425.870648296101";"785";"Transport"
"4";"38";"978.419532389059";"279";"Shopping"
"4";"39";"2114.91599630585";"246";"Transport"
"5";"1";"1631.57637630671";"1020";"Historical"
"5";"2";"1575.59350797171";"83";"Historical"
"5";"3";"839.938488999804";"859";"Historical"
"5";"4";"1576.48263439693";"895";"Historical"
"5";"6";"704.198304833874";"472";"Museum"
"5";"7";"1673.7683861471";"305";"Historical"
"5";"8";"1808.87665863138";"1584";"Cultural"
"5";"9";"1748.47599485298";"946";"Historical"
"5";"10";"2345.58670017795";"152";"Park"
"5";"11";"2506.69923756433";"448";"Park"
"5";"12";"2262.08503454534";"330";"Historical"
"5";"13";"1011.81046580108";"717";"Cultural"
"5";"14";"1505.70080098447";"450";"Transport"
"5";"15";"478.364966078481";"262";"Cultural"
"5";"16";"2194.40120725562";"210";"Park"
"5";"17";"2050.48547393917";"243";"Park"
"5";"18";"2025.27262409311";"334";"Park"
"5";"19";"1980.10014835768";"376";"Park"
"5";"20";"2967.52528019569";"6";"Museum"
"5";"21";"1797.28109342554";"609";"Shopping"
"5";"22";"1905.17404133349";"260";"Transport"
"5";"23";"1982.90564510651";"699";"Museum"
"5";"24";"2016.34071792196";"342";"Museum"
"5";"25";"3416.84594180707";"35";"Park"
"5";"26";"2009.25498729365";"163";"Museum"
"5";"27";"1347.25051829597";"330";"Museum"
"5";"28";"631.683197572224";"335";"Park"
"5";"29";"801.813239382547";"587";"Museum"
"5";"31";"3850.49189033567";"133";"Cultural"
"5";"32";"1055.19950274895";"885";"Historical"
"5";"33";"391.048076231713";"1493";"Cultural"
"5";"34";"3964.75185164951";"2";"Park"
"5";"35";"1015.45781614968";"192";"Park"
"5";"36";"9610.51218018563";"894";"Museum"
"5";"37";"1179.98591851687";"785";"Transport"
"5";"38";"1049.51006749171";"279";"Shopping"
"5";"39";"894.472889072418";"246";"Transport"
"6";"1";"2303.46853685946";"1020";"Historical"
"6";"2";"1955.34843786229";"83";"Historical"
"6";"3";"1527.60227693229";"859";"Historical"
"6";"4";"2269.00242219567";"895";"Historical"
"6";"5";"704.198304833874";"552";"Cultural"
"6";"7";"2371.15665971283";"305";"Historical"
"6";"8";"2404.77223977507";"1584";"Cultural"
"6";"9";"2351.41932984444";"946";"Historical"
"6";"10";"1653.84275096032";"152";"Park"
"6";"11";"1804.6457427278";"448";"Park"
"6";"12";"1559.20622343359";"330";"Historical"
"6";"13";"1711.18197491923";"717";"Cultural"
"6";"14";"2176.13785329681";"450";"Transport"
"6";"15";"415.068631227043";"262";"Cultural"
"6";"16";"2801.11060949714";"210";"Park"
"6";"17";"2715.35155812906";"243";"Park"
"6";"18";"2628.45208665991";"334";"Park"
"6";"19";"2628.79465674301";"376";"Park"
"6";"20";"2422.76655437314";"6";"Museum"
"6";"21";"2307.05942864029";"609";"Shopping"
"6";"22";"2473.88052175505";"260";"Transport"
"6";"23";"1279.22077105129";"699";"Museum"
"6";"24";"1319.03642196541";"342";"Museum"
"6";"25";"3120.13904466164";"35";"Park"
"6";"26";"2330.10422780288";"163";"Museum"
"6";"27";"1772.18966595395";"330";"Museum"
"6";"28";"1154.72481834194";"335";"Park"
"6";"29";"1281.23812060835";"587";"Museum"
"6";"31";"4202.06388497292";"133";"Cultural"
"6";"32";"1482.87332234545";"885";"Historical"
"6";"33";"1093.59533256141";"1493";"Cultural"
"6";"34";"4667.98068687643";"2";"Park"
"6";"35";"1577.9695195419";"192";"Park"
"6";"36";"10268.7468548161";"894";"Museum"
"6";"37";"1859.76680267241";"785";"Transport"
"6";"38";"1714.33819413947";"279";"Shopping"
"6";"39";"727.839237140422";"246";"Transport"
"7";"1";"328.284484574894";"1020";"Historical"
"7";"2";"2026.87276609262";"83";"Historical"
"7";"3";"847.564581225329";"859";"Historical"
"7";"4";"130.305209220001";"895";"Historical"
"7";"5";"1673.7683861471";"552";"Cultural"
"7";"6";"2371.15665971283";"472";"Museum"
"7";"8";"859.216431749841";"1584";"Cultural"
"7";"9";"806.018319516407";"946";"Historical"
"7";"10";"4019.3234584306";"152";"Park"
"7";"11";"4153.47956360686";"448";"Park"
"7";"12";"3929.4920774298";"330";"Historical"
"7";"13";"779.990268926833";"717";"Cultural"
"7";"14";"866.023934327851";"450";"Transport"
"7";"15";"2115.82266098417";"262";"Cultural"
"7";"16";"1538.87684061067";"210";"Park"
"7";"17";"1081.48563019928";"243";"Park"
"7";"18";"1463.32800565566";"334";"Park"
"7";"19";"1168.67910173205";"376";"Park"
"7";"20";"4537.56862810786";"6";"Museum"
"7";"21";"1749.32327873352";"609";"Shopping"
"7";"22";"1568.40029044264";"260";"Transport"
"7";"23";"3648.38575343865";"699";"Museum"
"7";"24";"3654.59157462677";"342";"Museum"
"7";"25";"4307.79776721193";"35";"Park"
"7";"26";"2406.32991927131";"163";"Museum"
"7";"27";"1827.89097002151";"330";"Museum"
"7";"28";"1367.08239945667";"335";"Park"
"7";"29";"1631.72995496913";"587";"Museum"
"7";"31";"3751.54275813196";"133";"Cultural"
"7";"32";"1413.36121974076";"885";"Historical"
"7";"33";"1283.38925600029";"1493";"Cultural"
"7";"34";"2308.07555285275";"2";"Park"
"7";"35";"1077.22310536474";"192";"Park"
"7";"36";"8222.03200342048";"894";"Museum"
"7";"37";"546.836763913688";"785";"Transport"
"7";"38";"1000.71536554255";"279";"Shopping"
"7";"39";"2237.28536467634";"246";"Transport"
"8";"1";"535.652207046399";"1020";"Historical"
"8";"2";"2694.97451018478";"83";"Historical"
"8";"3";"1066.92740866094";"859";"Historical"
"8";"4";"771.632510045006";"895";"Historical"
"8";"5";"1808.87665863138";"552";"Cultural"
"8";"6";"2404.77223977507";"472";"Museum"
"8";"7";"859.216431749841";"305";"Historical"
"8";"9";"69.278617414249";"946";"Historical"
"8";"10";"4027.16224328433";"152";"Park"
"8";"11";"4042.94259920558";"448";"Park"
"8";"12";"3886.87885891694";"330";"Historical"
"8";"13";"1332.10184004685";"717";"Cultural"
"8";"14";"1659.90214625202";"450";"Transport"
"8";"15";"2286.78660845104";"262";"Cultural"
"8";"16";"2390.86008944964";"210";"Park"
"8";"17";"1940.50479719624";"243";"Park"
"8";"18";"2303.45900692513";"334";"Park"
"8";"19";"2021.85295221485";"376";"Park"
"8";"20";"4774.92715085566";"6";"Museum"
"8";"21";"2519.22452266794";"609";"Shopping"
"8";"22";"2381.33888705724";"260";"Transport"
"8";"23";"3606.90856159888";"699";"Museum"
"8";"24";"3544.95264681278";"342";"Museum"
"8";"25";"3656.67463276066";"35";"Park"
"8";"26";"3115.57708811573";"163";"Museum"
"8";"27";"2466.51063145607";"330";"Museum"
"8";"28";"1250.39870927459";"335";"Park"
"8";"29";"2117.26762147074";"587";"Museum"
"8";"31";"4587.71840353685";"133";"Cultural"
"8";"32";"1021.48954480171";"885";"Historical"
"8";"33";"1488.06630927701";"1493";"Cultural"
"8";"34";"2676.81939238142";"2";"Park"
"8";"35";"827.510685204015";"192";"Park"
"8";"36";"8824.44079408969";"894";"Museum"
"8";"37";"786.953028971902";"785";"Transport"
"8";"38";"1619.59705020008";"279";"Shopping"
"8";"39";"2014.22819967559";"246";"Transport"
"9";"1";"479.518130922475";"1020";"Historical"
"9";"2";"2626.02746831098";"83";"Historical"
"9";"3";"999.400919546717";"859";"Historical"
"9";"4";"713.508306535926";"895";"Historical"
"9";"5";"1748.47599485298";"552";"Cultural"
"9";"6";"2351.41932984444";"472";"Museum"
"9";"7";"806.018319516407";"305";"Historical"
"9";"8";"69.278617414249";"1584";"Cultural"
"9";"10";"3978.492620984";"152";"Park"
"9";"11";"4001.68252616309";"448";"Park"
"9";"12";"3841.04073076636";"330";"Historical"
"9";"13";"1263.06148715739";"717";"Cultural"
"9";"14";"1596.09270110025";"450";"Transport"
"9";"15";"2226.67229759332";"262";"Cultural"
"9";"16";"2332.64290948314";"210";"Park"
"9";"17";"1885.95003675824";"243";"Park"
"9";"18";"2242.95430125568";"334";"Park"
"9";"19";"1964.22950884594";"376";"Park"
"9";"20";"4715.43258479849";"6";"Museum"
"9";"21";"2452.95372287523";"609";"Shopping"
"9";"22";"2317.79346789765";"260";"Transport"
"9";"23";"3560.581310233";"699";"Museum"
"9";"24";"3502.86933084977";"342";"Museum"
"9";"25";"3665.43162098869";"35";"Park"
"9";"26";"3047.11739285775";"163";"Museum"
"9";"27";"2397.36790544912";"330";"Museum"
"9";"28";"1198.19409109018";"335";"Park"
"9";"29";"2048.52023520176";"587";"Museum"
"9";"31";"4525.73126063079";"133";"Cultural"
"9";"32";"987.309298941441";"885";"Historical"
"9";"33";"1423.59144460862";"1493";"Cultural"
"9";"34";"2682.86687170748";"2";"Park"
"9";"35";"776.578293423633";"192";"Park"
"9";"36";"8814.81560801653";"894";"Museum"
"9";"37";"717.67469303837";"785";"Transport"
"9";"38";"1550.75803090562";"279";"Shopping"
"9";"39";"1975.45614367811";"246";"Transport"
"10";"1";"3956.88950194193";"1020";"Historical"
"10";"2";"3112.86377522181";"83";"Historical"
"10";"3";"3179.7839363797";"859";"Historical"
"10";"4";"3920.29112568206";"895";"Historical"
"10";"5";"2345.58670017795";"552";"Cultural"
"10";"6";"1653.84275096032";"472";"Museum"
"10";"7";"4019.3234584306";"305";"Historical"
"10";"8";"4027.16224328433";"1584";"Cultural"
"10";"9";"3978.492620984";"946";"Historical"
"10";"11";"565.472654478645";"448";"Park"
"10";"12";"260.057984205248";"330";"Historical"
"10";"13";"3323.4643915234";"717";"Cultural"
"10";"14";"3721.56980819345";"450";"Transport"
"10";"15";"1926.52753811829";"262";"Cultural"
"10";"16";"4210.74776715034";"210";"Park"
"10";"17";"4233.87951137457";"243";"Park"
"10";"18";"4041.15677905097";"334";"Park"
"10";"19";"4119.81048893601";"376";"Park"
"10";"20";"1330.14905955257";"6";"Museum"
"10";"21";"3599.33098798475";"609";"Shopping"
"10";"22";"3840.94754568835";"260";"Transport"
"10";"23";"454.529351729431";"699";"Museum"
"10";"24";"673.284474233444";"342";"Museum"
"10";"25";"3367.12976645475";"35";"Park"
"10";"26";"3329.06334421411";"163";"Museum"
"10";"27";"3025.37717594067";"330";"Museum"
"10";"28";"2783.57828557522";"335";"Park"
"10";"29";"2696.16202296604";"587";"Museum"
"10";"31";"5044.57509222568";"133";"Cultural"
"10";"32";"3044.44191364229";"885";"Historical"
"10";"33";"2736.3224870476";"1493";"Cultural"
"10";"34";"6302.84704487209";"2";"Park"
"10";"35";"3202.17892186413";"192";"Park"
"10";"36";"11690.7634036078";"894";"Museum"
"10";"37";"3513.50174731661";"785";"Transport"
"10";"38";"3269.80422361456";"279";"Shopping"
"10";"39";"2074.78893251658";"246";"Transport"
"11";"1";"4047.56718445077";"1020";"Historical"
"11";"2";"3500.08839769859";"83";"Historical"
"11";"3";"3305.99358690804";"859";"Historical"
"11";"4";"4043.83619542459";"895";"Historical"
"11";"5";"2506.69923756433";"552";"Cultural"
"11";"6";"1804.6457427278";"472";"Museum"
"11";"7";"4153.47956360686";"305";"Historical"
"11";"8";"4042.94259920558";"1584";"Cultural"
"11";"9";"4001.68252616309";"946";"Historical"
"11";"10";"565.472654478645";"152";"Park"
"11";"12";"370.693904342235";"330";"Historical"
"11";"13";"3515.82581406272";"717";"Cultural"
"11";"14";"3967.39563543027";"450";"Transport"
"11";"15";"2154.29715237877";"262";"Cultural"
"11";"16";"4529.79493027124";"210";"Park"
"11";"17";"4498.76082761151";"243";"Park"
"11";"18";"4357.50213370656";"334";"Park"
"11";"19";"4399.56342174892";"376";"Park"
"11";"20";"1860.21713553542";"6";"Museum"
"11";"21";"3955.58330931027";"609";"Shopping"
"11";"22";"4173.74599634509";"260";"Transport"
"11";"23";"566.550712546622";"699";"Museum"
"11";"24";"501.551390011022";"342";"Museum"
"11";"25";"2886.2454805503";"35";"Park"
"11";"26";"3759.87478670352";"163";"Museum"
"11";"27";"3383.40586701226";"330";"Museum"
"11";"28";"2838.59477744405";"335";"Park"
"11";"29";"2991.71788473703";"587";"Museum"
"11";"31";"5527.8170175394";"133";"Cultural"
"11";"32";"3028.15944759165";"885";"Historical"
"11";"33";"2892.22603267666";"1493";"Cultural"
"11";"34";"6459.80757689155";"2";"Park"
"11";"35";"3238.18656416643";"192";"Park"
"11";"36";"12022.1382762377";"894";"Museum"
"11";"37";"3622.9751645296";"785";"Transport"
"11";"38";"3506.60454889373";"279";"Shopping"
"11";"39";"2031.39822841959";"246";"Transport"
"12";"1";"3847.52451180193";"1020";"Historical"
"12";"2";"3158.41384589011";"83";"Historical"
"12";"3";"3083.93535008587";"859";"Historical"
"12";"4";"3825.40445019083";"895";"Historical"
"12";"5";"2262.08503454534";"552";"Cultural"
"12";"6";"1559.20622343359";"472";"Museum"
"12";"7";"3929.4920774298";"305";"Historical"
"12";"8";"3886.87885891694";"1584";"Cultural"
"12";"9";"3841.04073076636";"946";"Historical"
"12";"10";"260.057984205248";"152";"Park"
"12";"11";"370.693904342235";"448";"Park"
"12";"13";"3259.460776605";"717";"Cultural"
"12";"14";"3685.82762719225";"450";"Transport"
"12";"15";"1873.66304163466";"262";"Cultural"
"12";"16";"4216.1986526245";"210";"Park"
"12";"17";"4209.22616042922";"243";"Park"
"12";"18";"4044.8006451117";"334";"Park"
"12";"19";"4103.02792774995";"376";"Park"
"12";"20";"1588.33323511888";"6";"Museum"
"12";"21";"3626.04558486285";"609";"Shopping"
"12";"22";"3853.88981815724";"260";"Transport"
"12";"23";"282.421978609854";"699";"Museum"
"12";"24";"427.377507342807";"342";"Museum"
"12";"25";"3107.38035332176";"35";"Park"
"12";"26";"3404.68562033992";"163";"Museum"
"12";"27";"3052.11088421831";"330";"Museum"
"12";"28";"2655.00273452775";"335";"Park"
"12";"29";"2684.75242250279";"587";"Museum"
"12";"31";"5161.02391013101";"133";"Cultural"
"12";"32";"2888.68528657431";"885";"Historical"
"12";"33";"2652.45465045621";"1493";"Cultural"
"12";"34";"6226.80983796503";"2";"Park"
"12";"35";"3067.56628148039";"192";"Park"
"12";"36";"11707.0926034596";"894";"Museum"
"12";"37";"3411.21394236449";"785";"Transport"
"12";"38";"3228.19680561469";"279";"Shopping"
"12";"39";"1903.18588522289";"246";"Transport"
"13";"1";"901.928891006746";"1020";"Historical"
"13";"2";"1363.20291350648";"83";"Historical"
"13";"3";"443.006171494889";"859";"Historical"
"13";"4";"732.627994732934";"895";"Historical"
"13";"5";"1011.81046580108";"552";"Cultural"
"13";"6";"1711.18197491923";"472";"Museum"
"13";"7";"779.990268926833";"305";"Historical"
"13";"8";"1332.10184004685";"1584";"Cultural"
"13";"9";"1263.06148715739";"946";"Historical"
"13";"10";"3323.4643915234";"152";"Park"
"13";"11";"3515.82581406272";"448";"Park"
"13";"12";"3259.460776605";"330";"Historical"
"13";"14";"565.369274358608";"450";"Transport"
"13";"15";"1397.48603660684";"262";"Cultural"
"13";"16";"1361.33756105081";"210";"Park"
"13";"17";"1092.60690631053";"243";"Park"
"13";"18";"1215.89618859468";"334";"Park"
"13";"19";"1063.21998238745";"376";"Park"
"13";"20";"3766.13349888121";"6";"Museum"
"13";"21";"1248.20983489043";"609";"Shopping"
"13";"22";"1195.46776504838";"260";"Transport"
"13";"23";"2983.48535759264";"699";"Museum"
"13";"24";"3027.6274371677";"342";"Museum"
"13";"25";"4130.77929147428";"35";"Park"
"13";"26";"1789.39767668018";"163";"Museum"
"13";"27";"1134.93242243996";"330";"Museum"
"13";"28";"984.415650018538";"335";"Park"
"13";"29";"855.524649699373";"587";"Museum"
"13";"31";"3386.05085510301";"133";"Cultural"
"13";"32";"1264.01029566731";"885";"Historical"
"13";"33";"642.973152100552";"1493";"Cultural"
"13";"34";"2982.48750254091";"2";"Park"
"13";"35";"958.242811640453";"192";"Park"
"13";"36";"8626.80467372751";"894";"Museum"
"13";"37";"551.807776575303";"785";"Transport"
"13";"38";"290.74293812033";"279";"Shopping"
"13";"39";"1769.26045812846";"246";"Transport"
"14";"1";"1139.2044592342";"1020";"Historical"
"14";"2";"1207.6277049755";"83";"Historical"
"14";"3";"995.011871706339";"859";"Historical"
"14";"4";"906.197966383186";"895";"Historical"
"14";"5";"1505.70080098447";"552";"Cultural"
"14";"6";"2176.13785329681";"472";"Museum"
"14";"7";"866.023934327851";"305";"Historical"
"14";"8";"1659.90214625202";"1584";"Cultural"
"14";"9";"1596.09270110025";"946";"Historical"
"14";"10";"3721.56980819345";"152";"Park"
"14";"11";"3967.39563543027";"448";"Park"
"14";"12";"3685.82762719225";"330";"Historical"
"14";"13";"565.369274358608";"717";"Cultural"
"14";"15";"1814.38770117187";"262";"Cultural"
"14";"16";"808.106163455058";"210";"Park"
"14";"17";"545.229281490451";"243";"Park"
"14";"18";"678.25012497904";"334";"Park"
"14";"19";"498.186320523936";"376";"Park"
"14";"20";"4003.47078528961";"6";"Museum"
"14";"21";"883.342242659483";"609";"Shopping"
"14";"22";"721.834338980486";"260";"Transport"
"14";"23";"3418.12470847524";"699";"Museum"
"14";"24";"3492.31434729343";"342";"Museum"
"14";"25";"4695.08478118677";"35";"Park"
"14";"26";"1553.86335249663";"163";"Museum"
"14";"27";"1045.26080098202";"330";"Museum"
"14";"28";"1549.75774251911";"335";"Park"
"14";"29";"1056.57219014294";"587";"Museum"
"14";"31";"2933.77386796628";"133";"Cultural"
"14";"32";"1810.75971807966";"885";"Historical"
"14";"33";"1175.29244516981";"1493";"Cultural"
"14";"34";"2673.59644900689";"2";"Park"
"14";"35";"1487.67337608934";"192";"Park"
"14";"36";"8104.81141146026";"894";"Museum"
"14";"37";"981.194076941308";"785";"Transport"
"14";"38";"461.837700140703";"279";"Shopping"
"14";"39";"2318.6395183721";"246";"Transport"
"15";"1";"2098.7530149302";"1020";"Historical"
"15";"2";"1544.08156807278";"83";"Historical"
"15";"3";"1303.19011762181";"859";"Historical"
"15";"4";"2027.07327431473";"895";"Historical"
"15";"5";"478.364966078481";"552";"Cultural"
"15";"6";"415.068631227043";"472";"Museum"
"15";"7";"2115.82266098417";"305";"Historical"
"15";"8";"2286.78660845104";"1584";"Cultural"
"15";"9";"2226.67229759332";"946";"Historical"
"15";"10";"1926.52753811829";"152";"Park"
"15";"11";"2154.29715237877";"448";"Park"
"15";"12";"1873.66304163466";"330";"Historical"
"15";"13";"1397.48603660684";"717";"Cultural"
"15";"14";"1814.38770117187";"450";"Transport"
"15";"16";"2401.83020736437";"210";"Park"
"15";"17";"2344.52681706989";"243";"Park"
"15";"18";"2228.87665744084";"334";"Park"
"15";"19";"2247.99006423161";"376";"Park"
"15";"20";"2489.16167427384";"6";"Museum"
"15";"21";"1893.27111611992";"609";"Shopping"
"15";"22";"2066.78208577088";"260";"Transport"
"15";"23";"1603.92778731026";"699";"Museum"
"15";"24";"1687.40713414529";"342";"Museum"
"15";"25";"3487.24472855492";"35";"Park"
"15";"26";"1929.14435866779";"163";"Museum"
"15";"27";"1357.40596535851";"330";"Museum"
"15";"28";"1083.0899847732";"335";"Park"
"15";"29";"870.98907433557";"587";"Museum"
"15";"31";"3801.67698514515";"133";"Cultural"
"15";"32";"1483.61442554727";"885";"Historical"
"15";"33";"843.213547075343";"1493";"Cultural"
"15";"34";"4379.15366359078";"2";"Park"
"15";"35";"1485.76957974921";"192";"Park"
"15";"36";"9882.82407531855";"894";"Museum"
"15";"37";"1645.40098305955";"785";"Transport"
"15";"38";"1355.11516098027";"279";"Shopping"
"15";"39";"995.449944081383";"246";"Transport"
"16";"1";"1855.37855725542";"1020";"Historical"
"16";"2";"1216.70767740963";"83";"Historical"
"16";"3";"1799.56446519831";"859";"Historical"
"16";"4";"1619.34792214627";"895";"Historical"
"16";"5";"2194.40120725562";"552";"Cultural"
"16";"6";"2801.11060949714";"472";"Museum"
"16";"7";"1538.87684061067";"305";"Historical"
"16";"8";"2390.86008944964";"1584";"Cultural"
"16";"9";"2332.64290948314";"946";"Historical"
"16";"10";"4210.74776715034";"152";"Park"
"16";"11";"4529.79493027124";"448";"Park"
"16";"12";"4216.1986526245";"330";"Historical"
"16";"13";"1361.33756105081";"717";"Cultural"
"16";"14";"808.106163455058";"450";"Transport"
"16";"15";"2401.83020736437";"262";"Cultural"
"16";"17";"488.61856638215";"243";"Park"
"16";"18";"172.973924084081";"334";"Park"
"16";"19";"370.27851409995";"376";"Park"
"16";"20";"4259.46834489387";"6";"Museum"
"16";"21";"680.808303674437";"609";"Shopping"
"16";"22";"384.193512847193";"260";"Transport"
"16";"23";"3966.00967547698";"699";"Museum"
"16";"24";"4082.18445605172";"342";"Museum"
"16";"25";"5487.61369776939";"35";"Park"
"16";"26";"1332.89591615506";"163";"Museum"
"16";"27";"1211.56374487336";"330";"Museum"
"16";"28";"2339.5907744026";"335";"Park"
"16";"29";"1539.70620919125";"587";"Museum"
"16";"31";"2224.42250061533";"133";"Cultural"
"16";"32";"2617.97966497014";"885";"Historical"
"16";"33";"1918.89791936292";"1493";"Cultural"
