"from";"to";"cost";"profit";"category"
"2";"23";"3883.96247018382";"1874";"Shopping"
"2";"24";"3011.90392691607";"1028";"Shopping"
"2";"25";"2842.56778959851";"1701";"Shopping"
"2";"26";"10690.7683538929";"104";"Shopping"
"2";"27";"4725.72793545481";"631";"Shopping"
"2";"28";"3697.87720285585";"936";"Structure"
"2";"29";"3949.98456923214";"744";"Structure"
"2";"30";"3366.43195998217";"1538";"Structure"
"3";"1";"2104.72485815982";"3506";"Sport"
"3";"2";"4502.56192376373";"609";"Sport"
"3";"4";"2426.82597646219";"3056";"Sport"
"3";"6";"1368.69633287909";"986";"Cultural"
"3";"7";"1714.37790501441";"2064";"Cultural"
"3";"8";"2245.94448672964";"1736";"Cultural"
"3";"9";"6938.46650590891";"278";"Cultural"
"3";"10";"1622.95266757426";"346";"Cultural"
"3";"11";"1263.55536560837";"4142";"Cultural"
"3";"12";"23704.1139601271";"481";"Cultural"
"3";"13";"2942.89751417683";"964";"Cultural"
"3";"14";"4351.42377419225";"141";"Amusement"
"3";"15";"4695.80713793592";"113";"Amusement"
"3";"16";"2252.10682162957";"3553";"Amusement"
"3";"17";"4366.93366955523";"808";"Amusement"
"3";"18";"6290.26153971412";"26";"Amusement"
"3";"19";"4609.47739847149";"111";"Beach"
"3";"20";"6879.06502350811";"89";"Beach"
"3";"21";"680.162088746842";"3594";"Beach"
"3";"22";"1114.76677842644";"3619";"Beach"
"3";"23";"917.055344024576";"1874";"Shopping"
"3";"24";"2645.53445802816";"1028";"Shopping"
"3";"25";"1840.11829559103";"1701";"Shopping"
"3";"26";"9151.542310141";"104";"Shopping"
"3";"27";"1251.22985291734";"631";"Shopping"
"3";"28";"1087.80110740734";"936";"Structure"
"3";"29";"920.653720887527";"744";"Structure"
"3";"30";"1885.8870190658";"1538";"Structure"
"4";"1";"834.021804841558";"3506";"Sport"
"4";"2";"2558.164379493";"609";"Sport"
"4";"3";"2426.82597646219";"688";"Sport"
"4";"6";"1421.55266114173";"986";"Cultural"
"4";"7";"1143.77811448256";"2064";"Cultural"
"4";"8";"279.146272513968";"1736";"Cultural"
"4";"9";"9326.28848644984";"278";"Cultural"
"4";"10";"3638.54776450636";"346";"Cultural"
"4";"11";"2934.31714801982";"4142";"Cultural"
"4";"12";"25926.4301558339";"481";"Cultural"
"4";"13";"4402.32072891718";"964";"Cultural"
"4";"14";"2390.30546797804";"141";"Amusement"
"4";"15";"2658.1250658373";"113";"Amusement"
"4";"16";"214.36073806002";"3553";"Amusement"
"4";"17";"2372.62388619389";"808";"Amusement"
"4";"18";"4978.84545711934";"26";"Amusement"
"4";"19";"2441.76613652722";"111";"Beach"
"4";"20";"5977.72857080705";"89";"Beach"
"4";"21";"1788.25548248202";"3594";"Beach"
"4";"22";"1315.35489644326";"3619";"Beach"
"4";"23";"1572.62919915105";"1874";"Shopping"
"4";"24";"656.93625140681";"1028";"Shopping"
"4";"25";"1754.5504826931";"1701";"Shopping"
"4";"26";"10678.3329274438";"104";"Shopping"
"4";"27";"3219.81339168036";"631";"Shopping"
"4";"28";"1376.42831922493";"936";"Structure"
"4";"29";"2352.95139544922";"744";"Structure"
"4";"30";"817.670370946425";"1538";"Structure"
"6";"1";"1607.38927095096";"3506";"Sport"
"6";"2";"3138.77243997153";"609";"Sport"
"6";"3";"1368.69633287909";"688";"Sport"
"6";"4";"1421.55266114173";"3056";"Sport"
"6";"7";"1468.50549653322";"2064";"Cultural"
"6";"8";"1380.9000321653";"1736";"Cultural"
"6";"9";"8249.46984758177";"278";"Cultural"
"6";"10";"2931.84211349163";"346";"Cultural"
"6";"11";"1519.18805356647";"4142";"Cultural"
"6";"12";"25067.1741532733";"481";"Cultural"
"6";"13";"3012.64733238791";"964";"Cultural"
"6";"14";"2990.30302198945";"141";"Amusement"
"6";"15";"4042.68203019855";"113";"Amusement"
"6";"16";"1337.48489911181";"3553";"Amusement"
"6";"17";"3009.045401227";"808";"Amusement"
"6";"18";"4999.20273959348";"26";"Amusement"
"6";"19";"3853.21689911883";"111";"Beach"
"6";"20";"5710.16636870529";"89";"Beach"
"6";"21";"1036.64670824828";"3594";"Beach"
"6";"22";"754.615039263111";"3619";"Beach"
"6";"23";"1003.6878657862";"1874";"Shopping"
"6";"24";"1919.2324551115";"1028";"Shopping"
"6";"25";"643.63777848665";"1701";"Shopping"
"6";"26";"9326.42773940866";"104";"Shopping"
"6";"27";"1829.47630953696";"631";"Shopping"
"6";"28";"908.113939239041";"936";"Structure"
"6";"29";"956.465358955239";"744";"Structure"
"6";"30";"1373.8581678965";"1538";"Structure"
"7";"1";"434.254844101866";"3506";"Sport"
"7";"2";"3687.54008970777";"609";"Sport"
"7";"3";"1714.37790501441";"688";"Sport"
"7";"4";"1143.77811448256";"3056";"Sport"
"7";"6";"1468.50549653322";"986";"Cultural"
"7";"8";"867.495727514671";"1736";"Cultural"
"7";"9";"8367.19518835007";"278";"Cultural"
"7";"10";"2583.78880630936";"346";"Cultural"
"7";"11";"2660.12004536855";"4142";"Cultural"
"7";"12";"24836.8236801033";"481";"Cultural"
"7";"13";"4329.88859948962";"964";"Cultural"
"7";"14";"3520.09867135472";"141";"Amusement"
"7";"15";"2982.57710303255";"113";"Amusement"
"7";"16";"930.857895068062";"3553";"Amusement"
"7";"17";"3506.63158812886";"808";"Amusement"
"7";"18";"6008.75151875813";"26";"Amusement"
"7";"19";"2912.61215631257";"111";"Beach"
"7";"20";"6906.75525171838";"89";"Beach"
"7";"21";"1045.61471398439";"3594";"Beach"
"7";"22";"800.202913885885";"3619";"Beach"
"7";"23";"818.069844983385";"1874";"Shopping"
"7";"24";"1021.19060284024";"1028";"Shopping"
"7";"25";"2076.80868872217";"1701";"Shopping"
"7";"26";"10652.9048363615";"104";"Shopping"
"7";"27";"2824.04704315612";"631";"Shopping"
"7";"28";"710.434068894401";"936";"Structure"
"7";"29";"2078.81381629343";"744";"Structure"
"7";"30";"326.507157666744";"1538";"Structure"
"8";"1";"562.232125979628";"3506";"Sport"
"8";"2";"2836.75798062397";"609";"Sport"
"8";"3";"2245.94448672964";"688";"Sport"
"8";"4";"279.146272513968";"3056";"Sport"
"8";"6";"1380.9000321653";"986";"Cultural"
"8";"7";"867.495727514671";"2064";"Cultural"
"8";"9";"9108.53830863111";"278";"Cultural"
"8";"10";"3390.13127825837";"346";"Cultural"
"8";"11";"2860.85631462052";"4142";"Cultural"
"8";"12";"25672.6020265611";"481";"Cultural"
"8";"13";"4391.85752077793";"964";"Cultural"
"8";"14";"2668.91542507137";"141";"Amusement"
"8";"15";"2661.95433636468";"113";"Amusement"
"8";"16";"85.6163268362618";"3553";"Amusement"
"8";"17";"2651.62192853162";"808";"Amusement"
"8";"18";"5239.79272362663";"26";"Amusement"
"8";"19";"2483.60758977353";"111";"Beach"
"8";"20";"6217.15342699357";"89";"Beach"
"8";"21";"1586.76418297515";"3594";"Beach"
"8";"22";"1132.49541176523";"3619";"Beach"
"8";"23";"1360.96800459207";"1874";"Shopping"
"8";"24";"547.985282191908";"1028";"Shopping"
"8";"25";"1805.65817203984";"1701";"Shopping"
"8";"26";"10695.6106506226";"104";"Shopping"
"8";"27";"3121.28894583151";"631";"Shopping"
"8";"28";"1169.78329711993";"936";"Structure"
"8";"29";"2268.84380557973";"744";"Structure"
"8";"30";"540.989396749836";"1538";"Structure"
"9";"1";"8801.36705899733";"3506";"Sport"
"9";"2";"11357.3097781644";"609";"Sport"
"9";"3";"6938.46650590891";"688";"Sport"
"9";"4";"9326.28848644984";"3056";"Sport"
"9";"6";"8249.46984758177";"986";"Cultural"
"9";"7";"8367.19518835007";"2064";"Cultural"
"9";"8";"9108.53830863111";"1736";"Cultural"
"9";"10";"5818.29675886049";"346";"Cultural"
"9";"11";"7082.48759729171";"4142";"Cultural"
"9";"12";"17011.3981457119";"481";"Cultural"
"9";"13";"7158.58363254545";"964";"Cultural"
"9";"14";"11218.4455420784";"141";"Amusement"
"9";"15";"11098.1324788137";"113";"Amusement"
"9";"16";"9132.55049124598";"3553";"Amusement"
"9";"17";"11243.9721551069";"808";"Amusement"
"9";"18";"12602.2833872122";"26";"Amusement"
"9";"19";"11150.9841727977";"111";"Beach"
"9";"20";"12695.8581886986";"89";"Beach"
"9";"21";"7539.99301050714";"3594";"Beach"
"9";"22";"8019.62645460383";"3619";"Beach"
"9";"23";"7753.91461235084";"1874";"Shopping"
"9";"24";"9388.36926413061";"1028";"Shopping"
"9";"25";"8524.55648078785";"1701";"Shopping"
"9";"26";"9254.50126720764";"104";"Shopping"
"9";"27";"6686.95481972497";"631";"Shopping"
"9";"28";"7949.86024463599";"936";"Structure"
"9";"29";"7409.13108158412";"744";"Structure"
"9";"30";"8643.76971617308";"1538";"Structure"
"10";"1";"3013.46821209837";"3506";"Sport"
"10";"2";"5993.2470399204";"609";"Sport"
"10";"3";"1622.95266757426";"688";"Sport"
"10";"4";"3638.54776450636";"3056";"Sport"
"10";"6";"2931.84211349163";"986";"Cultural"
"10";"7";"2583.78880630936";"2064";"Cultural"
"10";"8";"3390.13127825837";"1736";"Cultural"
"10";"9";"5818.29675886049";"278";"Cultural"
"10";"11";"2647.66797286434";"4142";"Cultural"
"10";"12";"22289.6475471793";"481";"Cultural"
"10";"13";"4069.61414849394";"964";"Cultural"
"10";"14";"5834.05541026841";"141";"Amusement"
"10";"15";"5304.69888568188";"113";"Amusement"
"10";"16";"3430.00046676263";"3553";"Amusement"
"10";"17";"5839.5426040577";"808";"Amusement"
"10";"18";"7906.52879473";"26";"Amusement"
"10";"19";"5337.47260561057";"111";"Beach"
"10";"20";"8496.59711795286";"89";"Beach"
"10";"21";"1958.94889220622";"3594";"Beach"
"10";"22";"2423.92332638702";"3619";"Beach"
"10";"23";"2117.42577288988";"1874";"Shopping"
"10";"24";"3598.71086895289";"1028";"Shopping"
"10";"25";"3456.33117886471";"1701";"Shopping"
"10";"26";"9823.92242219425";"104";"Shopping"
"10";"27";"2426.6331425153";"631";"Shopping"
"10";"28";"2310.46248382627";"936";"Structure"
"10";"29";"2503.59304800454";"744";"Structure"
"10";"30";"2883.33446751674";"1538";"Structure"
"11";"1";"2949.37231037301";"3506";"Sport"
"11";"2";"4337.46559564204";"609";"Sport"
"11";"3";"1263.55536560837";"688";"Sport"
"11";"4";"2934.31714801982";"3056";"Sport"
"11";"6";"1519.18805356647";"986";"Cultural"
"11";"7";"2660.12004536855";"2064";"Cultural"
"11";"8";"2860.85631462052";"1736";"Cultural"
"11";"9";"7082.48759729171";"278";"Cultural"
"11";"10";"2647.66797286434";"346";"Cultural"
"11";"12";"24046.9907270551";"481";"Cultural"
"11";"13";"1707.60706179791";"964";"Cultural"
"11";"14";"4213.45967683476";"141";"Amusement"
"11";"15";"5506.61073874806";"113";"Amusement"
"11";"16";"2829.73916412394";"3553";"Amusement"
"11";"17";"4249.86363609002";"808";"Amusement"
"11";"18";"5624.47691337818";"26";"Amusement"
"11";"19";"5344.34761037653";"111";"Beach"
"11";"20";"6002.0829293228";"89";"Beach"
"11";"21";"1690.82036197919";"3594";"Beach"
"11";"22";"1873.88719178994";"3619";"Beach"
"11";"23";"1873.16069653756";"1874";"Shopping"
"11";"24";"3373.27670510773";"1028";"Shopping"
"11";"25";"1510.67527426614";"1701";"Shopping"
"11";"26";"8001.10442193984";"104";"Shopping"
"11";"27";"395.578462455533";"631";"Shopping"
"11";"28";"1949.76953714788";"936";"Structure"
"11";"29";"596.414004010363";"744";"Structure"
"11";"30";"2705.51395898564";"1538";"Structure"
"12";"1";"25249.8611581591";"3506";"Sport"
"12";"2";"28205.7029908262";"609";"Sport"
"12";"3";"23704.1139601271";"688";"Sport"
"12";"4";"25926.4301558339";"3056";"Sport"
"12";"6";"25067.1741532733";"986";"Cultural"
"12";"7";"24836.8236801033";"2064";"Cultural"
"12";"8";"25672.6020265611";"1736";"Cultural"
"12";"9";"17011.3981457119";"278";"Cultural"
"12";"10";"22289.6475471793";"346";"Cultural"
"12";"11";"24046.9907270551";"4142";"Cultural"
"12";"13";"24143.1794938183";"964";"Cultural"
"12";"14";"28055.4677155555";"141";"Amusement"
"12";"15";"27044.636326906";"113";"Amusement"
"12";"16";"25716.2763579152";"3553";"Amusement"
"12";"17";"28070.8282098018";"808";"Amusement"
"12";"18";"29611.8319944111";"26";"Amusement"
"12";"19";"27224.5151981866";"111";"Beach"
"12";"20";"29679.3909307617";"89";"Beach"
"12";"21";"24213.8003459686";"3594";"Beach"
"12";"22";"24693.1987342853";"3619";"Beach"
"12";"23";"24395.3099647976";"1874";"Shopping"
"12";"24";"25816.8846438801";"1028";"Shopping"
"12";"25";"25428.1815641056";"1701";"Shopping"
"12";"26";"24121.0994744534";"104";"Shopping"
"12";"27";"23653.9108645523";"631";"Shopping"
"12";"28";"24591.4095714653";"936";"Structure"
"12";"29";"24311.2738344103";"744";"Structure"
"12";"30";"25151.2966096802";"1538";"Structure"
"13";"1";"4576.84541583293";"3506";"Sport"
"13";"2";"5098.07452578378";"609";"Sport"
"13";"3";"2942.89751417683";"688";"Sport"
"13";"4";"4402.32072891718";"3056";"Sport"
"13";"6";"3012.64733238791";"986";"Cultural"
"13";"7";"4329.88859948962";"2064";"Cultural"
"13";"8";"4391.85752077793";"1736";"Cultural"
"13";"9";"7158.58363254545";"278";"Cultural"
"13";"10";"4069.61414849394";"346";"Cultural"
"13";"11";"1707.60706179791";"4142";"Cultural"
"13";"12";"24143.1794938183";"481";"Cultural"
"13";"14";"5017.1177890218";"141";"Amusement"
"13";"15";"7050.78478668051";"113";"Amusement"
"13";"16";"4344.11029804713";"3553";"Amusement"
"13";"17";"5073.0105616522";"808";"Amusement"
"13";"18";"5573.05803801912";"26";"Amusement"
"13";"19";"6843.59780710727";"111";"Beach"
"13";"20";"5539.27184612067";"89";"Beach"
"13";"21";"3395.37148276466";"3594";"Beach"
"13";"22";"3530.97769044024";"3619";"Beach"
"13";"23";"3567.89202151603";"1874";"Shopping"
"13";"24";"4931.87391442977";"1028";"Shopping"
"13";"25";"2692.25844588346";"1701";"Shopping"
"13";"26";"6327.96532257086";"104";"Shopping"
"13";"27";"1717.61081222524";"631";"Shopping"
"13";"28";"3625.41110881787";"936";"Structure"
"13";"29";"2255.80109864622";"744";"Structure"
"13";"30";"4333.56046172368";"1538";"Structure"
"14";"1";"3219.67992813099";"3506";"Sport"
"14";"2";"167.869524056577";"609";"Sport"
"14";"3";"4351.42377419225";"688";"Sport"
"14";"4";"2390.30546797804";"3056";"Sport"
"14";"6";"2990.30302198945";"986";"Cultural"
"14";"7";"3520.09867135472";"2064";"Cultural"
"14";"8";"2668.91542507137";"1736";"Cultural"
"14";"9";"11218.4455420784";"278";"Cultural"
"14";"10";"5834.05541026841";"346";"Cultural"
"14";"11";"4213.45967683476";"4142";"Cultural"
"14";"12";"28055.4677155555";"481";"Cultural"
"14";"13";"5017.1177890218";"964";"Cultural"
"14";"15";"3755.29720854927";"113";"Amusement"
"14";"16";"2596.1638120691";"3553";"Amusement"
"14";"17";"76.0548360764334";"808";"Amusement"
"14";"18";"2795.76336958239";"26";"Amusement"
"14";"19";"3367.72082022508";"111";"Beach"
"14";"20";"4022.89453742636";"89";"Beach"
"14";"21";"3876.02292320556";"3594";"Beach"
"14";"22";"3412.71589717494";"3619";"Beach"
"14";"23";"3722.92044489382";"1874";"Shopping"
"14";"24";"2846.31799235891";"1028";"Shopping"
"14";"25";"2712.39125402592";"1701";"Shopping"
"14";"26";"10672.9831086134";"104";"Shopping"
"14";"27";"4599.69972183968";"631";"Shopping"
"14";"28";"3536.02447027521";"936";"Structure"
"14";"29";"3814.29598450115";"744";"Structure"
"14";"30";"3198.81057403452";"1538";"Structure"
"15";"1";"2600.68831132446";"3506";"Sport"
"15";"2";"3877.64599967576";"609";"Sport"
"15";"3";"4695.80713793592";"688";"Sport"
"15";"4";"2658.1250658373";"3056";"Sport"
"15";"6";"4042.68203019855";"986";"Cultural"
"15";"7";"2982.57710303255";"2064";"Cultural"
"15";"8";"2661.95433636468";"1736";"Cultural"
"15";"9";"11098.1324788137";"278";"Cultural"
"15";"10";"5304.69888568188";"346";"Cultural"
"15";"11";"5506.61073874806";"4142";"Cultural"
"15";"12";"27044.636326906";"481";"Cultural"
"15";"13";"7050.78478668051";"964";"Cultural"
"15";"14";"3755.29720854927";"141";"Amusement"
"15";"16";"2706.91625717188";"3553";"Amusement"
"15";"17";"3690.25825454936";"808";"Amusement"
"15";"18";"6515.1097099259";"26";"Amusement"
"15";"19";"401.690959566353";"111";"Beach"
"15";"20";"7778.02305610308";"89";"Beach"
"15";"21";"4020.76364225523";"3594";"Beach"
"15";"22";"3671.81686131885";"3619";"Beach"
"15";"23";"3786.53137478814";"1874";"Shopping"
"15";"24";"2133.89697507909";"1028";"Shopping"
"15";"25";"4410.25992405383";"1701";"Shopping"
"15";"26";"13336.3493613241";"104";"Shopping"
"15";"27";"5737.32262638598";"631";"Shopping"
"15";"28";"3640.95200210528";"936";"Structure"
"15";"29";"4910.59005808322";"744";"Structure"
"15";"30";"2834.60156810981";"1538";"Structure"
"16";"1";"643.96381712263";"3506";"Sport"
"16";"2";"2763.93327287463";"609";"Sport"
"16";"3";"2252.10682162957";"688";"Sport"
"16";"4";"214.36073806002";"3056";"Sport"
"16";"6";"1337.48489911181";"986";"Cultural"
"16";"7";"930.857895068062";"2064";"Cultural"
"16";"8";"85.6163268362618";"1736";"Cultural"
"16";"9";"9132.55049124598";"278";"Cultural"
"16";"10";"3430.00046676263";"346";"Cultural"
"16";"11";"2829.73916412394";"4142";"Cultural"
"16";"12";"25716.2763579152";"481";"Cultural"
"16";"13";"4344.11029804713";"964";"Cultural"
"16";"14";"2596.1638120691";"141";"Amusement"
"16";"15";"2706.91625717188";"113";"Amusement"
"16";"17";"2580.17587107005";"808";"Amusement"
"16";"18";"5156.92369041839";"26";"Amusement"
"16";"19";"2518.11884074697";"111";"Beach"
"16";"20";"6131.79502495196";"89";"Beach"
"16";"21";"1601.11462372359";"3594";"Beach"
"16";"22";"1137.35320858925";"3619";"Beach"
"16";"23";"1379.75691656524";"1874";"Shopping"
"16";"24";"611.276575703173";"1028";"Shopping"
"16";"25";"1741.31295772223";"1701";"Shopping"
"16";"26";"10641.9556205004";"104";"Shopping"
"16";"27";"3098.2023870897";"631";"Shopping"
"16";"28";"1185.68674715211";"936";"Structure"
"16";"29";"2240.31526929453";"744";"Structure"
"16";"30";"605.440173315319";"1538";"Structure"
"17";"1";"3199.36229225044";"3506";"Sport"
"17";"2";"201.426272967286";"609";"Sport"
"17";"3";"4366.93366955523";"688";"Sport"
"17";"4";"2372.62388619389";"3056";"Sport"
"17";"6";"3009.045401227";"986";"Cultural"
"17";"7";"3506.63158812886";"2064";"Cultural"
"17";"8";"2651.62192853162";"1736";"Cultural"
"17";"9";"11243.9721551069";"278";"Cultural"
"17";"10";"5839.5426040577";"346";"Cultural"
"17";"11";"4249.86363609002";"4142";"Cultural"
"17";"12";"28070.8282098018";"481";"Cultural"
"17";"13";"5073.0105616522";"964";"Cultural"
"17";"14";"76.0548360764334";"141";"Amusement"
"17";"15";"3690.25825454936";"113";"Amusement"
"17";"16";"2580.17587107005";"3553";"Amusement"
"17";"18";"2851.80240208582";"26";"Amusement"
"17";"19";"3301.55265249476";"111";"Beach"
"17";"20";"4087.81480245704";"89";"Beach"
"17";"21";"3882.71309656364";"3594";"Beach"
"17";"22";"3416.65069590468";"3619";"Beach"
"17";"23";"3726.03148861835";"1874";"Shopping"
"17";"24";"2815.34459310255";"1028";"Shopping"
"17";"25";"2745.70908657442";"1701";"Shopping"
"17";"26";"10744.1934394307";"104";"Shopping"
"17";"27";"4634.7613631356";"631";"Shopping"
"17";"28";"3537.83107941385";"936";"Structure"
"17";"29";"3843.19862801775";"744";"Structure"
"17";"30";"3184.12577657389";"1538";"Structure"
"18";"1";"5800.69655574051";"3506";"Sport"
"18";"2";"2654.79331580599";"609";"Sport"
"18";"3";"6290.26153971412";"688";"Sport"
"18";"4";"4978.84545711934";"3056";"Sport"
"18";"6";"4999.20273959348";"986";"Cultural"
"18";"7";"6008.75151875813";"2064";"Cultural"
"18";"8";"5239.79272362663";"1736";"Cultural"
"18";"9";"12602.2833872122";"278";"Cultural"
"18";"10";"7906.52879473";"346";"Cultural"
"18";"11";"5624.47691337818";"4142";"Cultural"
"18";"12";"29611.8319944111";"481";"Cultural"
"18";"13";"5573.05803801912";"964";"Cultural"
"18";"14";"2795.76336958239";"141";"Amusement"
"18";"15";"6515.1097099259";"113";"Amusement"
"18";"16";"5156.92369041839";"3553";"Amusement"
"18";"17";"2851.80240208582";"808";"Amusement"
"18";"19";"6118.95654718941";"111";"Beach"
"18";"20";"1395.92906244743";"89";"Beach"
"18";"21";"6029.42644767552";"3594";"Beach"
"18";"22";"5649.35130174412";"3619";"Beach"
"18";"23";"5951.1659511589";"1874";"Shopping"
"18";"24";"5536.50393413638";"1028";"Shopping"
"18";"25";"4450.84417551185";"1701";"Shopping"
"18";"26";"9761.2588339759";"104";"Shopping"
"18";"27";"6006.3146502267";"631";"Shopping"
"18";"28";"5799.21397584156";"936";"Structure"
"18";"29";"5486.05884661598";"744";"Structure"
"18";"30";"5716.28580990871";"1538";"Structure"
"19";"1";"2505.09491076616";"3506";"Sport"
"19";"2";"3486.86804952831";"609";"Sport"
"19";"3";"4609.47739847149";"688";"Sport"
"19";"4";"2441.76613652722";"3056";"Sport"
"19";"6";"3853.21689911883";"986";"Cultural"
"19";"7";"2912.61215631257";"2064";"Cultural"
"19";"8";"2483.60758977353";"1736";"Cultural"
"19";"9";"11150.9841727977";"278";"Cultural"
"19";"10";"5337.47260561057";"346";"Cultural"
"19";"11";"5344.34761037653";"4142";"Cultural"
"19";"12";"27224.5151981866";"481";"Cultural"
"19";"13";"6843.59780710727";"964";"Cultural"
"19";"14";"3367.72082022508";"141";"Amusement"
"19";"15";"401.690959566353";"113";"Amusement"
"19";"16";"2518.11884074697";"3553";"Amusement"
"19";"17";"3301.55265249476";"808";"Amusement"
"19";"18";"6118.95654718941";"26";"Amusement"
"19";"20";"7388.93168449327";"89";"Beach"
"19";"21";"3929.65544019479";"3594";"Beach"
"19";"22";"3548.42736178593";"3619";"Beach"
"19";"23";"3693.03124101212";"1874";"Shopping"
"19";"24";"1985.54895446481";"1028";"Shopping"
"19";"25";"4175.80244705218";"1701";"Shopping"
"19";"26";"13099.7851193688";"104";"Shopping"
"19";"27";"5596.08270902195";"631";"Shopping"
"19";"28";"3534.09741125665";"936";"Structure"
"19";"29";"4751.42469741285";"744";"Structure"
"19";"30";"2726.29236191243";"1538";"Structure"
"20";"1";"6763.69470382668";"3506";"Sport"
"20";"2";"3902.47628624234";"609";"Sport"
"20";"3";"6879.06502350811";"688";"Sport"
"20";"4";"5977.72857080705";"3056";"Sport"
"20";"6";"5710.16636870529";"986";"Cultural"
"20";"7";"6906.75525171838";"2064";"Cultural"
"20";"8";"6217.15342699357";"1736";"Cultural"
"20";"9";"12695.8581886986";"278";"Cultural"
"20";"10";"8496.59711795286";"346";"Cultural"
"20";"11";"6002.0829293228";"4142";"Cultural"
"20";"12";"29679.3909307617";"481";"Cultural"
"20";"13";"5539.27184612067";"964";"Cultural"
"20";"14";"4022.89453742636";"141";"Amusement"
"20";"15";"7778.02305610308";"113";"Amusement"
"20";"16";"6131.79502495196";"3553";"Amusement"
"20";"17";"4087.81480245704";"808";"Amusement"
"20";"18";"1395.92906244743";"26";"Amusement"
"20";"19";"7388.93168449327";"111";"Beach"
"20";"21";"6742.16528418196";"3594";"Beach"
"20";"22";"6425.54791874612";"3619";"Beach"
"20";"23";"6706.91633889656";"1874";"Shopping"
"20";"24";"6584.97137259788";"1028";"Shopping"
"20";"25";"5096.94603406781";"1701";"Shopping"
"20";"26";"8808.63613999427";"104";"Shopping"
"20";"27";"6351.13169200992";"631";"Shopping"
"20";"28";"6581.0706000459";"936";"Structure"
"20";"29";"5999.33315921784";"744";"Structure"
"20";"30";"6642.65878504077";"1538";"Structure"
"21";"1";"1425.46977309062";"3506";"Sport"
"21";"2";"4034.66697442172";"609";"Sport"
"21";"3";"680.162088746842";"688";"Sport"
"21";"4";"1788.25548248202";"3056";"Sport"
"21";"6";"1036.64670824828";"986";"Cultural"
"21";"7";"1045.61471398439";"2064";"Cultural"
"21";"8";"1586.76418297515";"1736";"Cultural"
"21";"9";"7539.99301050714";"278";"Cultural"
"21";"10";"1958.94889220622";"346";"Cultural"
"21";"11";"1690.82036197919";"4142";"Cultural"
"21";"12";"24213.8003459686";"481";"Cultural"
"21";"13";"3395.37148276466";"964";"Cultural"
"21";"14";"3876.02292320556";"141";"Amusement"
"21";"15";"4020.76364225523";"113";"Amusement"
"21";"16";"1601.11462372359";"3553";"Amusement"
"21";"17";"3882.71309656364";"808";"Amusement"
"21";"18";"6029.42644767552";"26";"Amusement"
"21";"19";"3929.65544019479";"111";"Beach"
"21";"20";"6742.16528418196";"89";"Beach"
"21";"22";"483.143224766329";"3619";"Beach"
"21";"23";"236.908700571967";"1874";"Shopping"
"21";"24";"1966.73006094038";"1028";"Shopping"
"21";"25";"1649.57741598438";"1701";"Shopping"
"21";"26";"9685.77955228253";"104";"Shopping"
"21";"27";"1802.44406545378";"631";"Shopping"
"21";"28";"417.166166607209";"936";"Structure"
"21";"29";"1159.60539859927";"744";"Structure"
"21";"30";"1205.8010168752";"1538";"Structure"
