Amusement,Park,Historical,Entertainment
1.626700162,0.592363708,1.837038565,1.451451042
0.808860374,0.011000791,1.865101134,0.97560574
1.193775011,1.901059351,1.228709284,1.608267384
0.52842804,0.460196309,1.344857949,1.158690096
1.663792151,0.799855957,0.425175738,1.566890146
0.746607522,0.889267931,0.284099573,0.671388151
0.071799668,1.316786282,1.586034165,1.911042755
0.387442388,0.84687664,0.893365965,1.792952542
0.922182019,1.408965738,0.981705999,1.859514091
1.883259512,0.227876457,1.953512797,1.658437695
1.300221376,0.966999538,1.663643092,0.681379842
0.270638746,1.342452644,1.445748978,0.225097736
1.517452262,0.119212513,1.103530272,0.908917808
1.183701298,0.65835144,0.962530259,0.109745676
1.448572574,0.795062608,0.468601523,0.298917631
1.88460832,0.160467441,1.276031043,1.611345347
0.380332792,0.018303197,0.297362482,1.3551867
1.10729775,0.062550622,0.644737265,1.845226394
1.002293802,0.439018937,0.565227581,0.830051519
0.223398771,0.322260538,1.587311543,1.493623911
1.242628149,0.986424054,1.659967424,1.4859734
0.491818407,0.406624755,0.465246501,0.614021957
1.151620699,1.260891208,1.837953223,1.635327464
1.922643208,0.427460056,1.794389707,1.617939597
1.079441594,0.315466856,1.060699955,0.073631056
0.63564185,1.718716092,1.508945525,1.8104915
0.384628583,0.741095829,1.943996915,1.457773457
1.570885812,0.326128797,1.122855047,1.887928378
1.421233376,1.768917865,0.359739829,1.079313752
1.11930454,1.202054118,0.003740891,1.662973818
1.732042468,1.364583351,1.714784252,1.613426309
1.661930335,1.399566355,1.636513121,0.919002138
1.548668848,0.854059732,0.518742224,1.91021872
0.732112516,0.72347207,1.845228233,0.568657431
0.925110323,1.398364843,1.072621601,1.319628778
1.244259956,0.943014539,0.9665393,1.313280231
0.477620691,0.925182971,0.962499216,1.021832491
1.946236879,1.666976681,0.34978375,1.49376159
1.992665304,0.258127396,0.431168254,1.43883217
1.192359511,1.282755372,0.708303007,1.255262857
0.343908532,1.781067285,1.891883773,0.660329165
1.830836337,0.86791218,1.573646681,1.147563054
0.066650117,1.452080012,0.030250467,0.651546504
1.89808216,0.304674566,0.342825035,1.361972856
0.790283761,1.023667259,0.449270049,1.756356723
1.480737892,1.107071284,1.107368731,0.777695897
1.803133614,0.960921013,1.961050858,1.927405108
1.459572201,0.077817074,0.724415975,1.449749184
1.297972799,1.52917413,0.818969033,1.874401115
1.056836618,1.884817132,0.94487904,1.018169374
0.002809217,0.403654113,0.235545228,1.882990363
0.568984255,1.745856325,1.156062808,0.349371146
1.509479484,0.365495911,1.903273971,1.604909748
0.841776341,1.640041863,0.369156249,1.827435977
1.546853905,1.77504118,1.41631516,1.790475419
1.509985755,1.458668539,1.330980315,1.403440246
0.063152239,1.618398734,1.067392239,0.283585395
0.416963823,1.981071035,0.494068789,1.792721128
1.055172295,1.014643889,0.337709888,0.602576964
0.247832276,0.918906543,1.234245694,0.363151214
1.038158764,0.823108173,0.602569262,1.027744962
0.015352319,0.786218842,0.155185757,0.099781408
0.538332871,0.506612952,0.897056996,0.283456492
0.112632399,1.167626016,0.608911903,1.234239441
1.892690179,0.520484252,0.07793663,0.665628218
1.742647355,0.322710235,0.069077991,1.665892036
1.457351617,0.313596618,0.539890579,1.744959055
1.780235093,0.531860464,1.181926582,1.06858192
0.096874023,0.272249595,0.07056139,0.106080498
1.312995567,1.460186841,1.069472701,0.109350209
1.99116071,1.133773944,0.484350857,1.814569845
1.306184357,1.671028051,1.970167952,0.651782907
0.786240968,0.353074365,1.775098732,1.204262016
0.593951276,0.534494886,0.965016743,1.522731594
1.840996339,1.413550514,0.701870698,1.348480479
0.147563496,1.130983926,1.544206924,1.066924664
0.085432231,1.102265851,1.75921924,1.545942166
1.60206539,1.935750667,0.862387534,0.929765475
0.483743898,1.723152208,0.816724998,0.48805149
1.579825556,0.898774333,0.634030985,1.463283467
1.099534683,0.890394792,1.486819325,0.257508181
0.418380809,0.516353734,1.087774804,1.086828529
1.000590917,1.445997769,0.789381519,1.191425525
0.498539649,1.670253631,0.809769129,0.969754435
1.476728816,1.529981515,1.531098831,1.83352633
1.725223202,0.596136056,1.881839572,0.50039844
1.412535415,0.896222495,1.216015829,0.350889238
0.918203724,1.076171948,0.368585745,1.337188594
0.804057219,0.949248306,1.129898625,0.084538224
0.796832034,1.359048953,1.469690663,0.032987323
0.564170604,0.413196534,1.06280204,1.275332887
1.082540237,1.520101931,0.817349456,1.964674379
1.059983641,0.668044174,1.061339472,0.261916938
0.850807186,1.80046027,0.883339825,0.279697466
0.508347728,0.801305837,1.33255125,0.813855203
1.760130234,1.361405742,0.746939128,1.347268481
0.868432808,1.835919368,0.449522228,0.588262359
0.913133907,1.033542619,1.332659688,1.029727878
0.204321164,1.057472583,1.436543988,1.576136363
1.762129453,0.584500194,0.943157242,0.433739149
0.034638184,1.436680975,1.687975456,0.368985092
1.017814542,0.837411126,0.559502665,1.340208845
1.50839419,0.9318982,0.22633486,0.65342055
0.731224063,0.339994292,1.244068739,0.01979634
1.187049445,1.372290362,0.117952703,1.265008167
1.05248488,1.861376478,1.523122633,0.609194322
0.540049788,1.509175067,1.300127593,1.508150697
1.200096427,1.912182245,0.04613805,1.558038604
1.916376982,0.48042595,1.120823456,1.577976372
1.072591044,0.087964371,1.286649284,1.516214539
0.695017958,0.211345038,1.987732557,0.677061642
1.158588817,0.134750313,1.980356108,0.816745296
0.815762836,1.929146046,1.876302401,0.405223037
1.958829566,1.762071046,1.207289257,0.146581324
0.808960741,1.191661011,0.4270603,0.062452637
0.873213412,1.273753125,1.520688141,1.060614823
1.232682741,1.496764426,0.361918941,1.51400924
1.547857543,1.648289724,1.092756328,0.979064271
1.656174237,1.732372883,1.082751749,1.711064139
1.391560647,1.42930808,0.333856795,1.432480119
0.133865488,0.958860284,1.113371496,0.101432853
0.197088698,0.021109486,0.326002685,0.327254959
1.269922761,1.66099289,1.152479379,0.440861989
0.371192029,1.32977732,0.164051301,0.021066701
1.347872067,1.898173227,1.40852742,1.542185085
0.385256461,1.100252468,0.280269329,0.142221235
0.498704435,1.032909719,0.825226151,0.706006239
1.03089773,1.672507769,1.838405552,0.278586306
0.456284215,1.225736055,0.730652155,1.232934005
0.625750256,1.134493248,0.563690389,0.055421462
0.325472323,1.942426773,0.66676687,1.405499714
1.776023779,0.882029728,1.557545497,0.456332922
0.834846978,1.534745563,0.293677995,1.419446001
0.217848103,1.267740378,1.423935071,0.223200936
1.495467842,0.433067638,1.272945646,1.161303919
0.910722686,1.684774163,0.103238485,0.895512846
0.957925114,1.033453345,1.958418719,1.119003111
1.212526883,0.732598055,0.956542806,1.513092072
1.70259943,0.119063446,0.384110804,1.17120444
0.529554175,1.852486918,0.557186567,1.59699481
1.438664496,0.217542459,0.423345194,1.290486876
1.574624169,1.42418019,1.52346224,1.192935421
0.929497825,1.791955477,1.453324009,1.402790828
1.236262158,0.829640772,1.647275416,1.139227151
0.317350348,1.765667463,0.950537606,0.796045402
0.208047023,0.842605469,1.659504324,0.521833212
0.697245578,0.930419898,0.988870114,0.382738888
1.121217705,0.617574947,1.786251162,1.563839328
0.88234075,0.019856342,0.549078545,1.348991729
0.065600201,0.066391926,1.885735267,1.063189703
0.284263303,0.546113561,0.181720597,0.327861963
1.935129545,1.4948321,1.05816826,1.455289903
0.963396824,1.268930756,1.608549558,1.940823833
0.05903969,0.253147489,0.143593986,0.530531904
1.737472196,1.500031119,1.11889928,1.875260493
1.432850797,1.355763447,1.480858455,0.042270755
0.353035994,0.620274084,1.227910382,1.067659173
0.11968528,0.26787591,0.147111294,0.762892139
1.280879339,1.092267488,1.389194293,0.287812342
0.472673222,1.279899225,1.877113493,1.804051727
0.353097568,0.371231514,1.79129684,1.478616717
1.810716549,1.535002412,1.463785602,0.521250453
0.352277901,0.084459284,0.235620993,0.169897816
0.776255518,0.542618478,1.780000542,1.820338343
1.196685852,0.694579643,0.523080666,1.964973211
1.834601372,1.812250354,1.098620286,0.109921345
1.341696787,0.218972222,1.320604667,0.321763755
0.342720405,0.992795456,1.57590566,1.751984476
0.435146591,1.079684892,1.281615759,0.13572278
0.622704056,0.668702821,0.720079724,1.057139656
1.68157685,0.44035384,1.353934147,1.351731793
0.980603879,0.926376444,1.629697629,1.342413109
1.589482338,0.847935727,0.046643779,0.787631114
1.735935159,1.151459382,0.241355347,1.568862833
1.349367315,0.956552951,0.009534223,1.282923699
0.888640635,0.610868872,0.944277856,1.062565959
1.340502283,0.365902688,1.693294332,0.660704103
0.262608395,0.083735427,1.684659918,0.586858899
0.322944854,0.053693951,1.975839621,0.716221177
1.755155986,0.271230744,0.133762047,1.488489528
1.084417267,0.906889123,1.061121175,1.192572871
1.503852195,0.011018181,0.79864975,0.089530025
0.479101838,0.104131244,1.801129838,0.830604233
1.262865798,1.529986635,0.648431465,0.629238291
0.432928177,1.599721141,0.71858424,1.223866469
1.727036912,0.91170912,0.934613372,0.487500193
0.340729488,0.380670668,1.204310888,1.206511921
1.415307542,1.786055939,0.678707508,0.7515634
1.748078845,1.195669284,0.802799191,1.049913264
1.725608488,1.645768045,0.616230187,0.83552272
0.492654521,1.102202203,0.150289145,0.396137346
1.786919888,1.70029713,0.947481637,0.571102708
0.365694831,0.919864685,1.773476552,0.727945352
1.07198978,0.292380167,0.864468693,1.396222983
0.654506396,1.56541191,1.079504465,1.762209691
0.074444357,1.622001901,1.598712488,1.504603601
1.433472885,1.270790315,0.545757282,1.377251864
1.209014881,0.808470017,0.44916791,0.594932701
1.850728086,1.958575302,0.276482553,1.401503353
1.721662703,1.061742195,1.639333164,0.491260889
0.297884095,1.441223361,0.82292538,0.127626508
0.80018416,0.469901977,1.656883704,0.648842842
1.50762482,0.036963553,1.857605777,1.880805639
1.652334873,0.050228181,1.122624069,1.791089884
1.66750321,1.131450206,1.849355059,1.044730721
0.972826728,0.588935926,1.856730709,0.607553867
0.40019139,0.726049084,0.751650994,0.886761671
1.257261141,1.891062657,0.723051376,1.597860825
0.723730914,0.365828814,0.647086467,1.19732478
1.750049873,0.174839897,0.485186534,1.93653689
0.875780893,1.535752996,0.120259822,1.919852373
1.655256938,1.643552504,0.866465034,1.31075051
1.984500433,1.4944496,0.424426503,1.966063723
0.523476354,1.64766289,0.568218092,0.634008553
0.66739316,0.37619215,0.716550576,0.943443912
1.897585134,0.723793734,1.45301092,0.189676831
1.539133129,1.403486581,0.517654754,0.544075771
0.962490993,1.068204299,0.343812018,0.612144036
0.665800087,0.585291822,1.223540852,1.249539591
0.070371577,0.229870946,0.008723541,1.855090822
0.32919596,1.57052571,1.37140996,0.88728016
0.154389652,0.362585906,0.056256286,1.351766591
1.646588605,1.093551893,1.171248174,0.633709842
1.607824864,1.579218909,1.265583448,1.658552561
1.078227872,1.681771419,0.452665769,0.111082473
1.762301443,0.612032041,0.202509035,1.502622985
1.154818184,0.345367681,0.912425949,0.576900024
0.335535387,1.633230715,1.193775367,1.786513162
0.264133581,1.187009039,1.268665966,0.471503192
1.034683243,1.943319437,0.88169085,0.296542747
0.270254727,1.766448196,1.467948637,0.061652527
0.584482519,0.905938387,1.172774241,0.569424375
1.250451611,0.316811188,0.227778886,0.271514627
1.288748722,0.379618696,1.996725229,1.038416584
0.012055063,0.485415512,0.75484989,1.637172342
0.582031031,0.848641693,0.12636089,1.986298665
1.397522436,1.607098298,0.803853446,1.467372144
1.080267383,0.671475898,0.832346862,1.118459422
0.850914708,0.37898233,1.873015158,0.84691362
1.107068546,1.282198624,0.931550276,0.126667256
0.085386412,1.35855562,0.945452803,1.216363397
0.04661099,0.457153725,0.348750402,0.582521086
0.01567483,0.064391929,1.106960644,1.326404025
1.233619388,0.898613245,0.536406664,0.286640405
0.228063786,1.282986022,1.660808427,1.757015287
0.656281078,0.52138278,1.231175881,1.050753341
0.490425419,1.485831472,0.383405763,1.666534613
0.972584272,0.160164667,0.204753912,0.56450083
0.295666891,1.2266185,0.301442665,0.537354374
1.132991744,1.26450358,0.756143393,1.404320484
0.006504275,1.99604113,1.401707286,0.751844958
1.675548519,1.533951744,0.790441077,1.468581949
1.04573195,1.463706646,0.900158159,1.826063263
0.298140246,1.450953397,0.765995508,0.626861608
0.477561885,1.03570596,1.267144944,1.082526069
1.291473079,0.578501931,0.961279452,1.213530299
0.175309938,0.179655082,0.375071049,0.971624032
0.62853907,0.414137078,1.292183431,0.427028852
0.768592498,1.562802037,1.072867955,0.236536654
1.371701248,1.423759106,1.793763325,1.171462256
0.469868984,1.237927093,0.018192395,0.041884522
1.075726118,0.570150547,0.278976721,1.995274586
1.61235884,1.649862944,0.32237271,0.854762522
0.767818729,1.773063824,1.113834956,0.210981356
0.463290357,1.285714913,1.343086177,0.243396535
0.956923513,1.676139437,0.934175949,1.200895933
1.588693673,1.209126271,0.07702259,1.605891387
0.238621432,0.703795935,0.709633993,0.452062986
1.351302546,1.673263695,1.100964706,0.545229003
1.826878807,0.064593355,1.999310782,0.502711239
0.910566526,1.679324038,1.74503571,0.542790812
1.605680814,0.338779232,0.792885341,0.859302137
0.844573805,0.462912771,1.128681281,1.607240742
0.164368348,0.401498911,0.132756528,1.827993291
1.425063917,1.307168254,1.836556231,1.908535973
0.510802546,1.741472209,0.118452126,0.565539899
0.768669637,0.66577691,1.916379137,1.654205101
1.424776588,1.256219798,1.290072556,0.684165558
0.974837222,1.688761013,1.670072836,0.380679728
0.231466446,0.133894384,0.371504436,0.310710396
0.406272433,0.498632661,1.224593466,1.719446765
1.677086369,1.872395933,0.25420994,0.477252481
1.579962659,0.461479984,0.906161109,0.598791715
1.148439249,1.749492107,0.772390166,0.453459937
1.536509401,1.029789214,0.773693107,1.740233969
1.493941689,0.925048937,1.590433146,1.97227738
0.465325392,1.358532692,0.061990821,0.976433226
0.284601695,0.45737321,0.812825105,0.017176513
1.715236115,1.987204331,1.690234928,0.674192905
0.157571371,1.745051272,1.768940043,1.028707793
0.915397022,0.141326289,0.237283973,1.895119276
1.143472596,0.337992471,1.913055783,0.638572166
0.510547339,0.958461688,1.021922506,1.32491388
0.492139555,1.011472873,1.538262117,1.249451174
1.716034667,1.205911059,0.11532187,0.144219432
1.914750557,0.706555563,0.827275069,1.552291543
1.658136692,1.823025555,1.156345801,1.014262034
1.376329548,0.430441857,0.182782047,0.519866586
0.428037943,0.917287038,0.16196221,1.94000144
1.799771057,0.484091477,0.921864102,1.107193022
1.946758592,1.010256457,1.067020824,0.872688143
1.50046968,0.023101973,0.533410915,1.731138897
0.391647452,0.878650238,0.146930078,0.64823222
0.243590041,1.589429619,0.804634566,1.939734077
1.074929602,0.56313073,0.545017913,0.996201022
1.198316146,0.226189291,0.10520085,0.002482287
1.660980584,0.572967045,1.344766199,1.5188838
0.962283691,1.928044563,1.672217178,0.003001857
0.034658625,1.146762916,1.44673286,1.381382026
0.369226764,0.868353446,1.576018595,1.365824135
0.231412271,1.659653909,0.825077105,0.392610009
0.038538675,0.404610354,1.466519736,1.382794597
0.824634185,0.217925144,0.17774331,1.999061929
1.915091271,1.489931603,0.235432002,0.148643671
0.494727316,0.099112251,0.974950949,0.945785814
1.409555801,0.105713347,1.387960202,0.027864527
0.51795834,1.673853296,1.474608477,0.49778982
1.947947053,0.347266265,0.182233336,0.992433661
1.85348377,1.434143638,0.980935005,0.706573019
1.868882305,1.410468913,0.862006207,0.143764927
1.232543936,0.958850273,1.197252094,0.86200097
1.405553029,0.572723124,0.228727437,0.252750336
1.509054469,1.004115575,0.227988428,0.219173509
1.577019106,1.741054399,0.080617146,1.096198193
1.30401864,1.930620949,0.301181868,1.511758449
1.229082796,0.144086439,0.93653882,0.020703179
1.284196116,0.628079387,0.88228571,1.152010661
1.724446312,1.747838803,1.569841026,0.052300473
1.658139845,0.331132515,0.604625001,1.808879348
1.871292654,0.679592809,1.830818738,0.357692709
1.06772265,0.736358125,1.766389917,1.081210679
0.051440536,0.555334712,0.810808773,1.531759079
1.300008897,1.265142993,1.424736176,0.610689248
0.543552031,0.783611709,1.53390947,1.879168944
0.00923808,1.68736607,1.587207199,1.524761775
0.743785715,0.056139987,0.654593941,0.293806139
0.705193001,0.512528475,0.368958946,1.976249702
1.807971694,0.802590453,0.182895657,0.50960967
0.4361215,0.614629031,0.373184553,1.807259599
1.185891451,0.110822793,0.070556889,1.800304144
0.824357466,1.843207264,1.854627553,1.338604306
1.099350918,0.062393172,1.033819421,0.163628185
1.844102987,0.596239742,1.097547784,0.344382463
1.229338176,0.830955022,1.133625895,0.185014724
1.004574571,0.648472406,0.667624993,1.531765792
0.626095341,0.876062366,0.826642137,1.484434773
0.543130214,1.626023198,0.399242548,0.014482068
0.589901447,1.644202227,1.234526968,1.916077746
1.159231096,0.524558855,1.641481694,0.909062287
0.068923294,1.350653505,1.91674201,0.105347298
1.630383704,0.891736515,0.169973037,0.011639599
0.898661367,0.928626808,0.188825695,1.369082411
0.575606423,1.360664992,1.680667205,1.870274681
0.424390171,1.575588354,0.306329894,0.141190374
1.517080288,0.34865732,1.165979394,1.528636753
1.507294489,0.758483957,1.107798295,0.716768886
1.53598811,1.83087028,0.123702558,0.718261947
0.217590935,0.024540522,1.354081795,1.476534339
1.313529907,0.286654352,1.202176252,0.933685114
1.27319418,0.910249267,0.040368247,0.098908857
1.373745639,1.725513393,1.920627161,0.699266784
0.423938852,1.512323794,0.114520542,0.606287006
1.845417101,0.59202294,1.068006641,0.027429728
1.814684339,0.554429599,1.515042424,1.010342647
0.141497208,1.101526569,1.998583345,0.819513897
0.429980351,1.209950626,1.73688494,1.814178939
0.169800537,1.800011132,1.345936825,1.470696041
0.166382147,1.088121541,1.636569777,0.723656357
1.665662281,0.896215479,1.505051687,1.146018255
0.917732744,1.963451586,0.78185699,1.704060527
1.60289019,0.989635201,1.666535166,1.868549122
1.442637692,0.30018427,1.506766107,1.87722305
1.836737813,1.981193721,0.825319327,0.787820715
0.44022543,0.305568613,0.383069704,1.103323941
1.981115589,0.590051503,0.685475744,0.278762471
0.021430915,0.58602582,0.673608469,0.332281179
0.99019315,0.504582917,0.316434328,1.926313626
0.339998851,0.78170752,0.490522436,0.856171365
0.150117862,0.601774566,1.200336849,0.403628105
1.38216305,1.593679422,0.454206331,0.630246784
1.656313554,0.403125236,1.361148267,0.838088387
1.760521467,1.281637751,0.290093452,1.217720243
1.61688553,0.461036874,1.239095165,0.78997952
1.886206183,1.811947229,0.519925416,1.446689821
1.651462153,0.782814564,1.773922865,1.534898623
1.465554245,1.722499929,0.56378034,1.50795365
1.545400874,0.267105942,1.45435253,0.793458311
0.527436042,0.92745869,1.391582844,0.291076282
1.618036361,1.699854794,1.833925864,0.819386271
1.513845949,1.772810672,1.157953804,1.991634994
1.349788084,0.061009701,1.839520658,0.96146469
1.146578325,0.303254094,0.165643192,0.739603926
0.888828157,1.331387657,0.8820194,1.705418987
0.868420519,1.620253307,0.867943683,1.451591372
0.955583813,1.920868239,0.145777975,0.173762207
1.653337472,0.354225828,0.319460152,0.243782051
0.967498255,0.618032697,0.1046241,0.404237864
0.898815147,0.825055807,1.077899939,0.17017486
0.513438818,0.190513284,0.061781866,0.823714649
1.92531122,0.552816135,1.62749908,0.338580551
0.852029929,1.091177999,0.031013121,0.106501653
0.911410342,0.069440011,1.110503484,1.934258348
0.613698005,0.623745881,1.565846426,0.167752543
1.230194656,0.71310359,1.624164505,1.361109719
1.345132732,1.594508867,1.982943092,0.029509867
1.949465142,1.01376395,0.024737257,0.421201122
0.824931244,0.917211337,0.29464739,1.638272085
1.369948798,0.270209543,1.052110954,1.976115888
1.238783893,0.401588415,0.61449906,0.251293684
0.314187838,0.273038158,0.437823766,1.854452142
1.295620542,1.881259814,0.722781837,0.182272728
1.339298877,1.869022005,0.876443135,0.055749462
1.654145541,0.708602168,1.363296157,0.852863092
1.876652148,1.742379417,0.354848017,1.852973498
1.298903445,0.519603671,1.630040542,1.726365249
1.819856575,0.322986381,0.498816121,0.546365695
1.59050446,0.635765205,1.500616263,0.094453275
0.638720376,0.857012323,1.640700093,0.991000393
1.443541484,0.974525049,1.0223031,1.749042191
1.259771989,0.075906934,0.169314159,0.105282025
0.423890101,0.66362376,0.121427495,1.123875656
0.433923176,1.875574645,1.527217597,1.22060829
0.973424072,1.682022822,1.205856096,1.052716666
0.828891218,0.29841714,1.780099325,1.966826715
0.05127796,0.584058192,0.003893113,1.127354299
0.68606759,1.014590371,1.539974086,0.92129852
0.47610771,1.426539633,0.23533798,1.218892213
0.821137822,0.598224919,1.979291586,1.928909222
1.505447118,0.65324232,0.823987845,0.807017387
0.308515235,0.646371693,0.240760012,0.399118918
1.733001127,1.486435676,0.701545157,1.834610325
0.371413145,0.399410389,0.490816059,1.628278926
0.621551115,1.680793977,1.420570282,0.008390223
0.628221585,0.775737813,1.084162208,0.672020583
0.82381272,1.818546574,0.477870109,0.168476194
1.339297672,1.115841145,0.481814094,1.517327127
1.261319707,1.151049129,0.065399265,0.98224197
0.93174377,0.789848488,1.29633746,0.436263682
0.03098216,0.367319169,0.259175024,0.915333859
0.477623195,1.503815682,0.370907168,0.919961919
0.337802541,0.599613483,0.946723215,1.325617853
0.460574627,1.093505491,1.567051468,0.947571895
0.543742305,1.955478191,1.437729994,1.991493965
0.698732903,0.704891648,0.621564531,0.680891747
1.873876858,1.735414969,0.090571554,1.741059275
1.974438666,1.084219443,1.953192036,1.615533162
0.138022144,0.717124891,0.57887598,0.507460398
1.431236868,1.101020676,1.868996271,0.595675487
0.737083151,1.086257706,0.306653102,1.746380246
1.717119178,1.990900487,1.230901995,0.795507452
1.459446933,1.007829849,0.635482108,1.018420196
1.468775374,1.413593898,1.799803573,0.596192491
1.991547703,0.21497452,1.10735989,1.652302517
0.674441052,0.385402643,0.983587837,1.55037075
0.186082901,0.953675989,1.924708339,0.202733367
1.166029037,1.405829788,0.299783451,1.464441652
1.026840999,1.593060961,0.434374804,1.038085548
1.186215681,0.339142119,1.629463985,1.933290988
0.622027743,0.940724968,1.14421419,1.122550784
1.204829934,0.87720586,1.829873654,1.970561666
0.687120398,1.624277171,0.371570258,1.941803458
1.534552173,1.146586065,0.246723842,1.286029388
0.829607434,0.21889698,0.807810531,1.595791744
1.643510689,1.651342822,1.404960366,0.247946793
1.257479294,1.834180575,0.61459185,0.021064568
1.452378914,0.7585918,1.230805938,0.339656998
0.708262656,0.613815841,0.910715763,0.262425804
1.863452853,1.573220691,1.440302736,1.439300788
1.244116293,0.977516376,1.658088581,1.89479458
1.954570414,1.176439852,0.490636566,0.664353222
1.671470179,0.388182047,1.445864938,1.267111137
1.303915118,1.474053559,1.636164717,1.320110182
1.095591311,1.775137545,0.928410626,0.789566283
1.077323058,1.345730737,1.974700422,0.508574942
0.018481752,0.520120697,0.463697463,1.20187518
1.440697947,0.12090975,0.900057593,0.561542519
0.352034803,1.747012488,0.794750889,1.295659772
0.280796324,0.602966543,1.274243607,1.314201658
0.403971314,0.975894568,0.099248742,1.919005007
0.2174012,1.314241982,1.641150895,0.392555404
0.611143836,1.833671846,1.661045245,0.676414015
0.248433469,0.191319715,0.259211004,0.830939085
0.157069648,1.471197526,0.408632241,1.553980811
1.026116736,1.120911573,0.029827683,1.628029754
1.28764876,1.901847706,0.484742902,0.381949548
1.896352879,1.691574959,0.576415633,0.52612231
0.970761025,1.455347999,0.280214559,0.469563495
1.955370027,0.947183118,1.977309231,0.825731072
1.570930645,0.248380696,1.602065408,1.832446458
1.950557052,1.07958853,1.000080805,1.101174739
0.095682249,1.131454252,1.807118252,1.594712715
1.213877354,1.669839994,1.352138284,1.834432808
0.305027395,1.878308163,1.972525797,0.509022649
1.898462441,0.257165728,1.768596081,1.43417181
0.541711861,0.608625144,0.483397623,0.412764834
1.441746908,1.469567947,1.970729719,1.968653343
1.014010064,1.40780082,0.129825404,0.447891123
0.184179773,0.789007174,1.987309188,0.413609628
1.301058538,0.666185338,1.246652038,0.931532627
1.658438272,1.790883137,0.253757079,0.70670023
1.333955093,1.11749957,0.425150628,1.636758383
0.612933505,0.263430435,1.357649494,1.18076031
0.759488499,1.857351167,1.502660994,0.683871441
1.616579608,0.141088999,0.873550076,1.830358606
1.100091652,1.915376077,0.709069473,1.805696465
1.499587411,1.703182972,0.932221861,1.513642261
0.085194841,1.120325384,0.381506083,1.073154565
0.734770593,0.786022687,0.335919511,1.102015071
1.397788547,0.421649689,0.84770323,0.323959016
0.452619242,0.968228516,1.032075122,1.941720671
1.076875517,0.997347212,0.879621288,0.318543034
1.40324176,0.958022834,1.958796998,1.051076943
1.58271936,0.061150039,0.778339524,1.203051162
0.362506099,1.523811386,0.442355957,0.274747696
1.575734119,0.092010691,0.896807223,1.269469771
1.03946971,1.232776763,0.414658568,1.788680753
1.424278956,1.027993624,1.306806723,0.069866943
1.105597517,0.184424829,0.780022418,1.331070696
1.122879306,0.711452655,1.980872799,1.878795538
0.679509058,0.827070847,0.594219356,0.512246615
1.060173036,1.296066976,0.49744697,0.431015041
1.356904091,1.732742531,1.975105533,0.537681494
1.756327609,1.253271056,0.381593935,1.390432291
1.654635503,1.38281182,0.79156495,1.889581673
