1,7,28,22,23,21,3,27,29,6,25,14,17,,,,,,,
18,14,19,,,,,,,,,,,,,,,,,
15,19,24,16,8,30,7,28,22,6,29,11,27,9,,,,,,
28,22,23,21,3,27,11,29,6,25,14,2,18,20,,,,,,
4,16,8,30,7,24,15,19,,,,,,,,,,,,
12,3,23,28,30,1,,,,,,,,,,,,,,
29,11,27,3,21,23,28,22,6,25,14,,,,,,,,,
4,24,1,30,7,21,23,28,22,6,25,14,2,18,,,,,,
27,12,,,,,,,,,,,,,,,,,,
13,11,27,,,,,,,,,,,,,,,,,
17,14,2,15,19,,,,,,,,,,,,,,,
2,14,25,6,22,28,23,21,3,10,,,,,,,,,,
26,20,,,,,,,,,,,,,,,,,,
22,6,25,14,18,20,,,,,,,,,,,,,,
22,28,23,21,25,6,16,24,7,30,,,,,,,,,,
3,21,23,28,22,6,25,4,24,1,30,7,,,,,,,,
2,14,18,20,,,,,,,,,,,,,,,,
18,25,6,28,22,23,21,3,29,27,,,,,,,,,,
17,14,25,6,29,11,27,3,21,23,28,22,7,1,30,,,,,
28,22,23,21,3,29,11,27,13,,,,,,,,,,,
2,14,25,6,29,3,10,,,,,,,,,,,,,
16,24,,,,,,,,,,,,,,,,,,
22,28,23,21,3,27,11,29,25,6,,,,,,,,,,
13,27,3,21,23,28,22,7,30,1,24,,,,,,,,,
17,2,14,25,6,22,28,23,21,3,29,27,13,,,,,,,
25,6,14,2,,,,,,,,,,,,,,,,
3,21,23,28,22,6,25,29,11,27,26,,,,,,,,,
23,21,3,10,,,,,,,,,,,,,,,,
24,1,30,7,,,,,,,,,,,,,,,,
29,11,27,,,,,,,,,,,,,,,,,
29,27,11,25,6,,,,,,,,,,,,,,,
7,30,1,24,4,16,8,6,25,,,,,,,,,,,
8,30,7,22,28,23,21,3,29,6,25,14,18,20,,,,,,
22,28,23,21,3,27,11,29,25,,,,,,,,,,,
4,16,8,,,,,,,,,,,,,,,,,
14,2,25,6,29,27,,,,,,,,,,,,,,
21,23,28,22,6,25,,,,,,,,,,,,,,
22,28,23,21,3,27,29,6,25,18,,,,,,,,,,
19,14,18,20,,,,,,,,,,,,,,,,
2,14,19,15,,,,,,,,,,,,,,,,
7,28,22,6,25,29,11,27,3,21,23,,,,,,,,,
4,24,30,7,22,28,23,21,3,29,6,25,14,2,18,20,,,,
20,18,14,25,29,27,3,21,23,28,22,7,30,,,,,,,
14,25,29,11,27,3,21,22,28,23,,,,,,,,,,
13,27,11,29,25,6,22,28,,,,,,,,,,,,
1,7,30,24,16,8,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,
10,9,,,,,,,,,,,,,,,,,,
11,27,29,25,6,22,28,23,21,,,,,,,,,,,
21,23,22,28,,,,,,,,,,,,,,,,
17,14,25,6,29,27,3,,,,,,,,,,,,,
29,27,11,6,25,14,2,,,,,,,,,,,,,
13,27,11,,,,,,,,,,,,,,,,,
16,8,30,7,22,28,23,21,3,27,11,,,,,,,,,
2,14,25,6,16,8,24,,,,,,,,,,,,,
10,3,21,23,28,22,6,25,4,,,,,,,,,,,
13,12,,,,,,,,,,,,,,,,,,
2,14,17,25,6,27,29,,,,,,,,,,,,,
10,3,21,23,28,22,6,25,29,27,11,,,,,,,,,
15,19,24,1,30,7,22,28,23,21,3,27,29,25,6,,,,,
10,27,29,25,6,22,28,23,21,7,30,1,,,,,,,,
24,1,30,7,28,22,6,23,21,3,,,,,,,,,,
8,16,1,7,30,,,,,,,,,,,,,,,
26,27,11,29,21,23,28,22,7,30,16,4,,,,,,,,
17,2,14,25,6,22,28,23,21,3,29,,,,,,,,,
18,14,25,6,22,28,23,21,3,29,27,,,,,,,,,
7,30,1,24,8,16,4,6,25,14,2,,,,,,,,,
2,17,14,4,,,,,,,,,,,,,,,,
3,12,,,,,,,,,,,,,,,,,,
15,19,24,16,8,30,7,22,28,23,21,3,10,,,,,,,
6,25,29,11,27,3,21,22,28,23,,,,,,,,,,
20,18,14,17,19,15,,,,,,,,,,,,,,
16,4,,,,,,,,,,,,,,,,,,
25,6,29,27,11,,,,,,,,,,,,,,,
26,27,29,25,6,22,23,21,3,,,,,,,,,,,
8,28,12,,,,,,,,,,,,,,,,,
18,20,14,8,30,7,22,28,23,21,3,27,11,29,6,25,,,,
26,27,11,6,25,29,,,,,,,,,,,,,,
27,11,29,3,21,23,22,28,6,25,14,17,,,,,,,,
25,6,29,3,21,23,28,22,7,30,24,14,18,20,,,,,,
7,,,,,,,,,,,,,,,,,,,
8,16,25,6,22,28,23,21,3,29,27,,,,,,,,,
23,21,3,29,25,6,22,28,7,30,,,,,,,,,,
10,3,27,29,25,6,16,24,,,,,,,,,,,,
26,13,27,11,29,25,6,16,8,1,30,7,,,,,,,,
30,7,28,22,6,29,11,27,3,21,23,,,,,,,,,
10,3,27,29,25,14,18,,,,,,,,,,,,,
27,29,25,6,22,28,23,21,3,10,,,,,,,,,,
4,24,1,30,7,22,28,23,21,3,29,27,9,,,,,,,
29,25,11,27,3,10,,,,,,,,,,,,,,
25,6,22,28,23,21,3,,,,,,,,,,,,,
12,3,21,23,28,22,8,,,,,,,,,,,,,
16,8,6,22,21,23,28,,,,,,,,,,,,,
22,6,25,29,11,27,9,,,,,,,,,,,,,
24,1,30,7,22,28,23,21,3,29,11,27,13,26,,,,,,
13,27,29,6,22,28,21,23,7,30,1,16,24,19,15,,,,,
29,11,27,3,21,,,,,,,,,,,,,,,
2,14,17,25,6,29,27,3,21,22,28,23,,,,,,,,
28,22,23,21,,,,,,,,,,,,,,,,
6,25,14,17,,,,,,,,,,,,,,,,
26,13,27,11,29,6,25,14,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,
13,27,11,29,6,25,14,,,,,,,,,,,,,
27,11,29,25,6,3,21,23,28,22,7,30,16,8,,,,,,
26,27,3,21,23,22,28,,,,,,,,,,,,,
7,30,1,8,24,,,,,,,,,,,,,,,
26,13,27,11,29,6,22,28,7,30,1,16,8,4,,,,,,
6,29,27,9,,,,,,,,,,,,,,,,
26,13,27,29,25,6,,,,,,,,,,,,,,
18,20,25,6,22,28,21,23,7,30,24,15,19,,,,,,,
11,27,29,25,6,16,30,7,1,,,,,,,,,,,
22,28,6,25,29,3,21,23,,,,,,,,,,,,
14,6,25,,,,,,,,,,,,,,,,,
29,27,11,25,6,22,21,23,28,7,30,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,
3,21,23,28,22,7,1,30,,,,,,,,,,,,
24,16,4,,,,,,,,,,,,,,,,,
24,16,6,25,29,27,3,21,23,22,28,,,,,,,,,
19,15,16,30,1,7,22,28,23,21,10,,,,,,,,,
18,14,25,6,22,,,,,,,,,,,,,,,
13,27,11,29,25,14,17,,,,,,,,,,,,,
6,25,29,11,27,,,,,,,,,,,,,,,
17,14,,,,,,,,,,,,,,,,,,
4,16,24,19,,,,,,,,,,,,,,,,
22,6,25,29,27,21,23,28,,,,,,,,,,,,
20,18,,,,,,,,,,,,,,,,,,
8,16,6,25,29,27,3,21,,,,,,,,,,,,
14,25,6,29,27,13,,,,,,,,,,,,,,
18,14,19,15,,,,,,,,,,,,,,,,
13,27,29,3,21,23,28,22,7,30,4,,,,,,,,,
15,19,24,4,6,25,,,,,,,,,,,,,,
18,2,14,25,29,6,,,,,,,,,,,,,,
13,11,27,,,,,,,,,,,,,,,,,
7,30,24,16,,,,,,,,,,,,,,,,
28,22,23,21,3,27,29,6,25,20,18,,,,,,,,,
30,7,16,25,6,22,28,23,21,3,29,27,11,,,,,,,
6,25,4,8,30,7,1,24,,,,,,,,,,,,
21,23,28,22,6,25,14,17,,,,,,,,,,,,
17,2,14,25,6,22,28,23,21,,,,,,,,,,,
25,6,29,27,3,21,23,28,22,7,30,16,14,18,,,,,,
20,18,25,6,,,,,,,,,,,,,,,,
29,11,27,3,21,23,28,22,7,30,16,8,1,,,,,,,
6,16,8,24,15,19,14,,,,,,,,,,,,,
1,30,24,15,19,,,,,,,,,,,,,,,
7,30,8,,,,,,,,,,,,,,,,,
18,20,25,6,21,23,22,28,,,,,,,,,,,,
1,30,7,22,28,23,21,3,6,25,29,11,,,,,,,,
1,30,7,28,23,21,22,6,25,,,,,,,,,,,
12,9,,,,,,,,,,,,,,,,,,
9,13,11,27,3,29,25,6,,,,,,,,,,,,
17,2,14,25,6,,,,,,,,,,,,,,,
19,15,16,7,30,,,,,,,,,,,,,,,
3,10,21,23,28,22,7,30,1,24,4,16,8,,,,,,,
19,14,25,6,,,,,,,,,,,,,,,,
6,25,29,11,27,3,21,23,28,22,7,30,1,24,19,15,,,,
15,19,24,,,,,,,,,,,,,,,,,
1,7,23,28,10,12,,,,,,,,,,,,,,
23,21,28,22,6,29,27,26,,,,,,,,,,,,
9,27,29,25,6,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,
15,19,24,16,1,30,7,,,,,,,,,,,,,
9,13,,,,,,,,,,,,,,,,,,
11,27,29,25,6,22,28,23,21,3,10,,,,,,,,,
18,14,16,8,24,,,,,,,,,,,,,,,
22,28,23,21,3,27,11,29,6,25,17,14,,,,,,,,
30,7,28,22,23,21,29,9,,,,,,,,,,,,
2,14,19,24,16,4,25,6,22,,,,,,,,,,,
13,27,11,29,25,6,,,,,,,,,,,,,,
29,11,27,3,21,23,28,22,6,25,14,16,8,30,7,,,,,
20,18,14,25,6,29,27,3,21,23,28,22,7,30,,,,,,
4,16,8,30,7,22,28,23,21,3,29,27,11,,,,,,,
30,7,1,24,16,8,,,,,,,,,,,,,,
10,3,21,22,28,23,,,,,,,,,,,,,,
27,11,29,25,6,22,21,23,28,7,30,1,,,,,,,,
17,14,25,6,29,27,3,21,23,28,22,7,30,24,1,,,,,
18,14,25,6,29,27,13,,,,,,,,,,,,,
10,9,,,,,,,,,,,,,,,,,,
15,19,24,16,30,1,7,22,28,23,21,3,29,27,11,,,,,
9,27,21,23,28,22,7,30,14,17,,,,,,,,,,
17,2,14,24,4,,,,,,,,,,,,,,,
25,6,29,27,11,,,,,,,,,,,,,,,
25,6,29,27,3,21,23,28,22,7,30,16,24,1,,,,,,
18,14,25,6,29,3,21,23,28,7,30,24,,,,,,,,
3,21,23,28,22,7,30,1,24,19,15,,,,,,,,,
23,28,22,21,3,6,25,29,11,27,13,26,,,,,,,,
25,6,22,28,23,7,30,1,24,15,19,,,,,,,,,
20,18,14,25,6,3,21,23,28,22,30,1,7,,,,,,,
18,20,14,17,25,6,22,28,21,23,,,,,,,,,,
30,7,1,24,8,16,25,6,22,28,23,21,3,,,,,,,
13,26,,,,,,,,,,,,,,,,,,
12,3,21,28,23,,,,,,,,,,,,,,,
3,10,,,,,,,,,,,,,,,,,,
11,27,9,,,,,,,,,,,,,,,,,
8,16,24,1,30,7,22,28,23,21,3,10,,,,,,,,
12,3,21,28,22,,,,,,,,,,,,,,,
25,6,29,11,27,3,21,22,28,23,7,1,30,,,,,,,
19,14,,,,,,,,,,,,,,,,,,
18,14,25,6,29,27,3,21,23,28,22,7,30,,,,,,,
2,14,25,6,22,,,,,,,,,,,,,,,
18,2,14,25,6,29,27,3,21,23,28,22,7,30,1,,,,,
21,3,27,11,29,25,6,22,28,23,7,1,30,,,,,,,
10,27,29,21,23,28,22,7,30,14,18,20,,,,,,,,
30,7,1,,,,,,,,,,,,,,,,,
22,6,25,29,11,27,13,,,,,,,,,,,,,
7,30,1,8,16,24,,,,,,,,,,,,,,
1,30,7,28,23,21,22,6,25,14,2,18,20,,,,,,,
15,19,24,1,7,30,22,6,25,29,11,27,,,,,,,,
6,25,27,11,29,,,,,,,,,,,,,,,
10,3,27,29,25,6,22,21,23,28,,,,,,,,,,
23,21,3,29,25,6,22,28,7,30,4,,,,,,,,,
20,18,14,19,15,,,,,,,,,,,,,,,
29,25,11,27,3,21,,,,,,,,,,,,,,
6,25,29,11,27,3,21,23,22,28,7,,,,,,,,,
15,19,24,16,1,30,7,28,22,6,29,11,27,3,21,23,,,,
15,19,,,,,,,,,,,,,,,,,,
28,23,21,3,27,11,29,25,6,16,,,,,,,,,,
13,27,11,29,6,25,20,,,,,,,,,,,,,
12,10,,,,,,,,,,,,,,,,,,
30,7,1,,,,,,,,,,,,,,,,,
17,14,25,6,29,11,27,13,,,,,,,,,,,,
20,18,14,25,6,,,,,,,,,,,,,,,
21,3,27,11,29,25,6,22,28,23,,,,,,,,,,
11,27,29,3,21,23,22,28,,,,,,,,,,,,
29,11,27,25,6,28,22,21,23,,,,,,,,,,,
8,16,30,7,28,22,23,21,3,10,,,,,,,,,,
14,2,16,,,,,,,,,,,,,,,,,
6,25,14,17,,,,,,,,,,,,,,,,
14,2,19,24,16,8,1,30,7,22,28,23,21,3,6,25,29,11,27,
14,25,6,29,27,13,,,,,,,,,,,,,,
14,25,6,22,28,21,23,,,,,,,,,,,,,
2,14,16,4,,,,,,,,,,,,,,,,
27,29,3,21,23,28,22,6,25,14,2,18,,,,,,,,
9,27,29,25,6,22,21,23,28,7,30,24,4,,,,,,,
25,6,29,27,3,21,23,28,22,7,30,,,,,,,,,
19,15,1,7,30,,,,,,,,,,,,,,,
23,21,3,27,29,25,6,22,28,7,30,1,24,19,15,,,,,
10,3,21,23,28,7,30,22,6,25,29,27,13,,,,,,,
17,2,14,25,6,22,28,23,21,3,,,,,,,,,,
30,7,28,22,6,25,14,2,18,,,,,,,,,,,
13,27,11,29,3,10,,,,,,,,,,,,,,
20,25,6,29,3,21,22,28,23,,,,,,,,,,,
11,27,29,25,6,21,23,22,28,7,1,30,,,,,,,,
4,16,8,24,1,30,7,21,23,28,,,,,,,,,,
18,2,14,25,6,29,3,21,23,28,22,,,,,,,,,
27,11,29,25,6,22,28,23,21,3,,,,,,,,,,
17,14,19,,,,,,,,,,,,,,,,,
22,28,23,21,3,27,11,29,6,25,2,14,,,,,,,,
25,6,29,27,3,10,,,,,,,,,,,,,,
29,11,27,3,10,,,,,,,,,,,,,,,
7,30,22,28,23,21,3,27,11,29,6,25,14,20,18,,,,,
13,27,29,25,6,22,28,23,21,3,10,,,,,,,,,
24,16,30,7,22,28,23,21,3,27,11,29,,,,,,,,
9,27,3,21,23,28,22,,,,,,,,,,,,,
10,3,21,23,28,22,6,25,16,24,1,7,30,,,,,,,
16,8,24,30,7,1,,,,,,,,,,,,,,
29,11,27,3,21,23,6,25,22,28,,,,,,,,,,
7,30,1,24,8,25,6,22,28,23,21,3,10,,,,,,,
30,1,7,28,23,21,22,6,25,29,27,26,,,,,,,,
25,6,29,11,27,3,21,23,28,22,,,,,,,,,,
23,21,3,27,11,29,25,6,22,28,7,30,1,24,4,16,,,,
10,3,21,23,28,7,30,24,8,16,4,,,,,,,,,
12,3,,,,,,,,,,,,,,,,,,
14,25,6,22,21,23,28,7,1,30,,,,,,,,,,
30,1,7,22,28,23,21,3,27,29,25,6,,,,,,,,
6,25,29,11,27,,,,,,,,,,,,,,,
17,14,19,15,24,16,30,7,22,28,23,21,3,27,29,25,6,,,
21,23,28,22,6,25,14,,,,,,,,,,,,,
28,21,23,22,6,25,29,27,11,,,,,,,,,,,
14,25,6,22,28,23,21,3,29,11,27,13,,,,,,,,
13,27,11,29,6,25,14,17,,,,,,,,,,,,
12,9,10,21,23,28,22,,,,,,,,,,,,,
27,29,25,18,20,,,,,,,,,,,,,,,
8,1,30,7,28,23,21,22,6,25,14,17,,,,,,,,
17,14,25,6,29,11,27,3,21,23,22,28,7,30,24,19,15,,,
4,30,7,28,23,21,22,6,25,29,27,26,,,,,,,,
27,26,,,,,,,,,,,,,,,,,,
6,25,29,11,27,3,21,23,28,22,7,30,8,16,24,,,,,
21,3,23,28,22,6,25,,,,,,,,,,,,,
2,14,18,,,,,,,,,,,,,,,,,
27,29,3,21,23,28,22,6,25,16,7,30,,,,,,,,
10,3,27,11,29,25,6,22,21,28,23,,,,,,,,,
9,27,11,29,6,22,28,23,7,30,8,24,,,,,,,,
24,1,30,7,22,28,23,21,3,6,25,11,27,29,,,,,,
6,25,29,27,3,21,23,22,28,,,,,,,,,,,
22,6,25,29,11,27,3,21,23,28,7,30,8,16,24,19,15,,,
29,27,3,21,23,,,,,,,,,,,,,,,
21,3,27,11,29,25,6,22,28,23,7,1,30,,,,,,,
6,25,4,16,1,30,7,,,,,,,,,,,,,
14,2,25,6,22,28,23,21,3,29,27,11,,,,,,,,
19,15,24,8,4,25,6,22,28,23,21,3,10,,,,,,,
18,,,,,,,,,,,,,,,,,,,
7,30,1,24,16,14,2,25,6,,,,,,,,,,,
11,27,29,6,25,14,2,18,20,,,,,,,,,,,
21,23,28,22,6,3,29,11,27,,,,,,,,,,,
15,19,24,16,30,7,1,,,,,,,,,,,,,
27,11,29,25,6,22,28,23,21,7,30,24,19,15,,,,,,
18,14,29,27,9,,,,,,,,,,,,,,,
1,30,7,6,22,28,23,21,,,,,,,,,,,,
16,8,24,30,7,1,,,,,,,,,,,,,,
1,16,30,7,28,23,21,22,6,25,29,27,11,,,,,,,
3,21,23,28,6,22,8,16,,,,,,,,,,,,
18,2,14,25,6,29,27,3,21,22,28,23,,,,,,,,
11,27,29,3,21,23,28,22,6,25,14,2,,,,,,,,
24,1,30,7,28,22,6,25,29,11,27,9,,,,,,,,
23,28,22,6,25,21,3,27,11,29,,,,,,,,,,
14,2,19,15,24,16,8,,,,,,,,,,,,,
23,28,22,21,3,27,29,6,25,16,24,,,,,,,,,
17,14,25,6,29,27,9,,,,,,,,,,,,,
23,21,3,27,11,29,25,6,22,28,7,30,1,8,16,24,15,19,,
17,2,14,15,19,,,,,,,,,,,,,,,
26,13,27,11,,,,,,,,,,,,,,,,
19,15,14,2,,,,,,,,,,,,,,,,
27,26,,,,,,,,,,,,,,,,,,
11,27,3,29,25,6,30,1,7,,,,,,,,,,,
30,7,23,21,3,27,11,29,25,6,22,28,,,,,,,,
28,23,21,3,27,29,25,6,22,7,30,16,19,15,,,,,,
30,1,7,22,28,23,21,3,27,29,6,25,,,,,,,,
3,21,23,28,22,6,25,14,2,8,24,1,30,7,,,,,,
7,30,4,,,,,,,,,,,,,,,,,
1,7,30,8,16,6,25,29,11,27,3,21,23,28,22,,,,,
6,25,29,27,11,,,,,,,,,,,,,,,
7,28,22,6,25,11,27,29,3,21,23,,,,,,,,,
11,27,29,25,6,16,24,1,30,7,,,,,,,,,,
7,30,16,25,6,22,21,23,28,,,,,,,,,,,
24,16,8,30,7,1,,,,,,,,,,,,,,
4,16,6,25,,,,,,,,,,,,,,,,
15,19,14,17,,,,,,,,,,,,,,,,
26,13,,,,,,,,,,,,,,,,,,
11,27,29,3,21,23,28,22,7,30,1,8,4,,,,,,,
8,30,7,22,28,23,21,29,6,25,14,18,20,,,,,,,
12,9,,,,,,,,,,,,,,,,,,
15,19,24,30,7,21,23,28,22,6,25,29,27,26,,,,,,
17,14,6,10,12,,,,,,,,,,,,,,,
27,11,29,6,25,22,21,23,28,7,30,8,16,24,19,15,,,,
29,27,3,21,23,28,7,30,16,8,,,,,,,,,,
6,29,11,27,9,,,,,,,,,,,,,,,
28,22,23,21,3,27,11,29,6,25,17,2,14,,,,,,,
25,6,4,16,24,,,,,,,,,,,,,,,
24,4,6,29,27,13,,,,,,,,,,,,,,
23,21,3,27,11,29,25,6,22,28,7,24,8,30,,,,,,
8,16,24,30,1,7,23,21,28,22,6,25,27,29,,,,,,
8,16,30,7,21,23,28,22,6,25,29,27,11,,,,,,,
28,22,6,25,29,11,27,3,21,23,7,30,8,16,24,15,19,,,
9,27,11,29,6,25,14,18,,,,,,,,,,,,
14,2,19,24,4,,,,,,,,,,,,,,,
27,11,29,25,6,22,28,23,21,3,10,,,,,,,,,
4,14,18,,,,,,,,,,,,,,,,,
3,21,23,28,22,6,,,,,,,,,,,,,,
13,27,11,29,25,6,3,21,23,28,22,7,30,1,8,16,24,15,19,
2,14,15,19,,,,,,,,,,,,,,,,
29,6,25,27,3,21,23,28,22,,,,,,,,,,,
9,27,11,29,25,6,3,21,23,28,22,7,30,1,24,8,16,,,
7,30,1,8,14,2,17,,,,,,,,,,,,,
2,17,14,,,,,,,,,,,,,,,,,
2,14,25,6,22,28,23,21,3,27,11,29,,,,,,,,
12,3,28,7,1,30,,,,,,,,,,,,,,
22,28,23,21,3,27,11,29,6,25,14,17,,,,,,,,
13,27,11,29,25,6,16,1,7,30,,,,,,,,,,
27,12,,,,,,,,,,,,,,,,,,
7,1,30,8,16,25,6,28,22,,,,,,,,,,,
9,27,29,6,25,14,,,,,,,,,,,,,,
24,16,30,1,7,28,22,6,25,29,11,27,3,21,23,,,,,
24,30,7,23,28,22,21,3,27,29,6,25,14,18,20,,,,,
27,11,29,6,25,14,18,20,,,,,,,,,,,,
16,30,7,23,21,28,22,6,25,29,27,11,13,,,,,,,
22,6,25,14,2,,,,,,,,,,,,,,,
19,8,16,25,6,22,28,23,21,,,,,,,,,,,
16,8,7,28,23,10,12,,,,,,,,,,,,,
29,27,11,25,6,22,28,23,21,3,10,,,,,,,,,
12,11,,,,,,,,,,,,,,,,,,
27,12,,,,,,,,,,,,,,,,,,
4,8,30,7,22,28,23,21,3,27,11,29,6,25,20,18,,,,
17,14,25,6,22,28,7,1,30,,,,,,,,,,,
18,14,24,1,30,7,22,28,23,21,3,27,11,29,6,25,,,,
7,30,28,22,6,25,29,27,11,3,21,23,,,,,,,,
2,14,,,,,,,,,,,,,,,,,,
1,30,7,28,23,21,3,27,11,29,,,,,,,,,,
14,16,24,,,,,,,,,,,,,,,,,
27,11,29,25,6,,,,,,,,,,,,,,,
27,11,29,25,6,22,28,7,30,1,24,19,15,,,,,,,
20,18,25,29,11,,,,,,,,,,,,,,,
8,16,4,2,14,25,6,28,22,23,21,3,27,11,29,,,,,
27,11,13,,,,,,,,,,,,,,,,,
17,14,25,6,22,28,23,21,3,27,11,29,,,,,,,,
23,21,3,27,29,25,6,22,28,7,30,4,,,,,,,,
11,27,29,3,21,23,28,22,6,25,14,,,,,,,,,
9,27,29,25,6,22,21,23,28,,,,,,,,,,,
22,28,23,21,6,25,29,27,3,,,,,,,,,,,
17,14,25,6,22,28,23,21,3,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,,
28,22,23,21,3,29,6,25,,,,,,,,,,,,
24,4,,,,,,,,,,,,,,,,,,
28,23,21,3,27,11,29,,,,,,,,,,,,,
15,19,24,16,8,1,30,7,22,28,23,21,3,27,11,29,6,25,,
11,27,29,25,6,3,21,23,28,22,7,16,8,1,30,,,,,
1,7,30,8,16,4,,,,,,,,,,,,,,
8,16,30,7,23,21,28,22,6,25,14,18,,,,,,,,
14,2,17,25,6,22,28,23,21,3,10,9,,,,,,,,
2,14,17,6,25,,,,,,,,,,,,,,,
13,27,29,6,25,20,,,,,,,,,,,,,,
11,27,26,,,,,,,,,,,,,,,,,
16,24,1,30,7,,,,,,,,,,,,,,,
19,7,12,,,,,,,,,,,,,,,,,
6,25,21,23,28,22,7,30,1,16,24,19,,,,,,,,
6,25,29,11,27,3,,,,,,,,,,,,,,
14,16,30,7,,,,,,,,,,,,,,,,
25,12,,,,,,,,,,,,,,,,,,
29,6,22,28,21,23,7,30,16,4,,,,,,,,,,
21,23,28,22,6,25,14,2,17,,,,,,,,,,,
8,16,24,30,7,28,23,21,3,10,,,,,,,,,,
19,14,17,,,,,,,,,,,,,,,,,
18,2,14,4,1,30,28,23,3,9,,,,,,,,,,
17,14,2,,,,,,,,,,,,,,,,,
4,16,24,30,7,22,28,23,21,3,27,11,29,25,6,,,,,
