"from";"to";"cost";"profit";"category"
"4";"15";"7730.07389404636";"229";"Historical"
"4";"16";"7967.93467186479";"52";"Historical"
"4";"17";"8998.45813458076";"3";"Historical"
"4";"18";"8073.85366927436";"305";"Historical"
"4";"19";"4380.66915558914";"21";"Entertainment"
"4";"20";"6160.83627530189";"514";"Entertainment"
"4";"21";"6189.60632281396";"297";"Entertainment"
"4";"22";"6832.14015723722";"413";"Entertainment"
"4";"23";"6686.20477769927";"51";"Entertainment"
"4";"24";"5998.26867844641";"125";"Entertainment"
"4";"25";"7626.37083304786";"66";"Entertainment"
"4";"26";"410265.004073039";"349";"Entertainment"
"4";"27";"6302.32608191894";"3";"Entertainment"
"4";"28";"7691.91573549525";"74";"Entertainment"
"4";"29";"7006.35319420667";"2";"Entertainment"
"5";"1";"8562.25790142769";"886";"Amusement"
"5";"2";"8290.79653991188";"253";"Amusement"
"5";"3";"5774.24300677949";"599";"Amusement"
"5";"4";"7561.22701278331";"512";"Amusement"
"5";"6";"991.893077328955";"660";"Amusement"
"5";"7";"1336.01974424893";"197";"Park"
"5";"8";"2981.23455212896";"1307";"Park"
"5";"9";"10255.8799794004";"5";"Park"
"5";"10";"6106.79110651818";"412";"Park"
"5";"11";"2222.74290344421";"61";"Park"
"5";"12";"10412.556267464";"36";"Park"
"5";"15";"5766.61596443641";"229";"Historical"
"5";"16";"10176.1907205605";"52";"Historical"
"5";"17";"3956.94739011515";"3";"Historical"
"5";"18";"1424.72083657667";"305";"Historical"
"5";"19";"4345.77857575295";"21";"Entertainment"
"5";"20";"4094.67096420894";"514";"Entertainment"
"5";"21";"3507.11390507473";"297";"Entertainment"
"5";"22";"5787.70297622516";"413";"Entertainment"
"5";"23";"4954.10984347518";"51";"Entertainment"
"5";"24";"3560.24492045612";"125";"Entertainment"
"5";"25";"2382.8970918813";"66";"Entertainment"
"5";"26";"403088.955142319";"349";"Entertainment"
"5";"27";"5192.73740359594";"3";"Entertainment"
"5";"28";"241.605998023951";"74";"Entertainment"
"5";"29";"6659.03992043991";"2";"Entertainment"
"6";"1";"7937.2072308375";"886";"Amusement"
"6";"2";"7665.24989735425";"253";"Amusement"
"6";"3";"6115.71637437139";"599";"Amusement"
"6";"4";"6876.4872279926";"512";"Amusement"
"6";"5";"991.893077328955";"315";"Amusement"
"6";"7";"2047.14680187342";"197";"Park"
"6";"8";"3868.4096716021";"1307";"Park"
"6";"9";"10339.977718965";"5";"Park"
"6";"10";"6473.69306981136";"412";"Park"
"6";"11";"2268.8574399552";"61";"Park"
"6";"12";"10767.4609954583";"36";"Park"
"6";"15";"6221.03987967735";"229";"Historical"
"6";"16";"10299.3637854555";"52";"Historical"
"6";"17";"4772.23951713124";"3";"Historical"
"6";"18";"2335.2974573517";"305";"Historical"
"6";"19";"4176.2756799693";"21";"Entertainment"
"6";"20";"4345.68680487856";"514";"Entertainment"
"6";"21";"3768.42012597627";"297";"Entertainment"
"6";"22";"6094.20160869862";"413";"Entertainment"
"6";"23";"5281.76779886536";"51";"Entertainment"
"6";"24";"3771.32886665269";"125";"Entertainment"
"6";"25";"1728.16022783451";"66";"Entertainment"
"6";"26";"403987.960791072";"349";"Entertainment"
"6";"27";"5438.73358024101";"3";"Entertainment"
"6";"28";"1227.32760299297";"74";"Entertainment"
"6";"29";"6936.49937912723";"2";"Entertainment"
"7";"1";"8297.18773550298";"886";"Amusement"
"7";"2";"8031.96896478715";"253";"Amusement"
"7";"3";"4512.40139666717";"599";"Amusement"
"7";"4";"7420.48753932583";"512";"Amusement"
"7";"5";"1336.01974424893";"315";"Amusement"
"7";"6";"2047.14680187342";"660";"Amusement"
"7";"8";"1890.73741415419";"1307";"Park"
"7";"9";"9127.8226563035";"5";"Park"
"7";"10";"4828.70872950751";"412";"Park"
"7";"11";"1534.01449288383";"61";"Park"
"7";"12";"9122.01481763612";"36";"Park"
"7";"15";"4454.28913662043";"229";"Historical"
"7";"16";"9019.35643856285";"52";"Historical"
"7";"17";"2727.85809701043";"3";"Historical"
"7";"18";"655.780839662808";"305";"Historical"
"7";"19";"3608.76915708945";"21";"Entertainment"
"7";"20";"2930.65235881686";"514";"Entertainment"
"7";"21";"2362.79478599491";"297";"Entertainment"
"7";"22";"4545.93771789715";"413";"Entertainment"
"7";"23";"3711.35439122132";"51";"Entertainment"
"7";"24";"2459.79288089784";"125";"Entertainment"
"7";"25";"3673.99294930909";"66";"Entertainment"
"7";"26";"402918.496178789";"349";"Entertainment"
"7";"27";"4001.1531963883";"3";"Entertainment"
"7";"28";"1171.26813159691";"74";"Entertainment"
"7";"29";"5425.46209615543";"2";"Entertainment"
"8";"1";"9594.75249754302";"886";"Amusement"
"8";"2";"9342.16843094756";"253";"Amusement"
"8";"3";"4172.37709541822";"599";"Amusement"
"8";"4";"8854.47478871313";"512";"Amusement"
"8";"5";"2981.23455212896";"315";"Amusement"
"8";"6";"3868.4096716021";"660";"Amusement"
"8";"7";"1890.73741415419";"197";"Park"
"8";"9";"9003.88233430049";"5";"Park"
"8";"10";"4372.86664342285";"412";"Park"
"8";"11";"3034.30151662325";"61";"Park"
"8";"12";"8394.01632285518";"36";"Park"
"8";"15";"3807.28150775147";"229";"Historical"
"8";"16";"8815.16773815933";"52";"Historical"
"8";"17";"1088.79368763575";"3";"Historical"
"8";"18";"1556.53780699772";"305";"Historical"
"8";"19";"4628.19935287183";"21";"Entertainment"
"8";"20";"3229.19731074552";"514";"Entertainment"
"8";"21";"2876.83845735299";"297";"Entertainment"
"8";"22";"4294.16768278642";"413";"Entertainment"
"8";"23";"3567.07611765563";"51";"Entertainment"
"8";"24";"3057.35441170709";"125";"Entertainment"
"8";"25";"5349.8670137062";"66";"Entertainment"
"8";"26";"401411.19471732";"349";"Entertainment"
"8";"27";"4011.13154347287";"3";"Entertainment"
"8";"28";"2749.91030631823";"74";"Entertainment"
"8";"29";"5126.87296548588";"2";"Entertainment"
"9";"1";"7192.10645804677";"886";"Amusement"
"9";"2";"7171.06541316321";"253";"Amusement"
"9";"3";"4831.50592608854";"599";"Amusement"
"9";"4";"7725.66165130286";"512";"Amusement"
"9";"5";"10255.8799794004";"315";"Amusement"
"9";"6";"10339.977718965";"660";"Amusement"
"9";"7";"9127.8226563035";"197";"Park"
"9";"8";"9003.88233430049";"1307";"Park"
"9";"10";"4655.80237451034";"412";"Park"
"9";"11";"8097.52485774634";"61";"Park"
"9";"12";"2939.54161631728";"36";"Park"
"9";"15";"5282.5654941351";"229";"Historical"
"9";"16";"411.1530010373";"52";"Historical"
"9";"17";"8239.14965928853";"3";"Historical"
"9";"18";"9567.93611518774";"305";"Historical"
"9";"19";"6286.48220107853";"21";"Entertainment"
"9";"20";"6197.49154609757";"514";"Entertainment"
"9";"21";"6772.98047590586";"297";"Entertainment"
"9";"22";"4717.71892348204";"413";"Entertainment"
"9";"23";"5502.11610448203";"51";"Entertainment"
"9";"24";"6700.70161726742";"125";"Entertainment"
"9";"25";"11957.1891797424";"66";"Entertainment"
"9";"26";"407191.843609032";"349";"Entertainment"
"9";"27";"5141.05620260493";"3";"Entertainment"
"9";"28";"10189.6112422784";"74";"Entertainment"
"9";"29";"3878.75528130562";"2";"Entertainment"
"10";"1";"7546.827071137";"886";"Amusement"
"10";"2";"7366.6682085757";"253";"Amusement"
"10";"3";"384.760580423502";"599";"Amusement"
"10";"4";"7336.06657917987";"512";"Amusement"
"10";"5";"6106.79110651818";"315";"Amusement"
"10";"6";"6473.69306981136";"660";"Amusement"
"10";"7";"4828.70872950751";"197";"Park"
"10";"8";"4372.86664342285";"1307";"Park"
"10";"9";"4655.80237451034";"5";"Park"
"10";"11";"4263.0042134901";"61";"Park"
"10";"12";"4307.97841556845";"36";"Park"
"10";"15";"665.120689040041";"229";"Historical"
"10";"16";"4447.75756596514";"52";"Historical"
"10";"17";"3585.11746379411";"3";"Historical"
"10";"18";"5142.03462573067";"305";"Historical"
"10";"19";"3474.93164470016";"21";"Entertainment"
"10";"20";"2173.08175220522";"514";"Entertainment"
"10";"21";"2718.8656948871";"297";"Entertainment"
"10";"22";"528.444223306606";"413";"Entertainment"
"10";"23";"1200.39930834876";"51";"Entertainment"
"10";"24";"2752.61353184285";"125";"Entertainment"
"10";"25";"8198.48494617495";"66";"Entertainment"
"10";"26";"403939.586299724";"349";"Entertainment"
"10";"27";"1226.82155600839";"3";"Entertainment"
"10";"28";"5982.60712094057";"74";"Entertainment"
"10";"29";"804.661768931939";"2";"Entertainment"
"11";"1";"6768.55790248484";"886";"Amusement"
"11";"2";"6504.49602421713";"253";"Amusement"
"11";"3";"3893.20845405335";"599";"Amusement"
"11";"4";"5917.88150233429";"512";"Amusement"
"11";"5";"2222.74290344421";"315";"Amusement"
"11";"6";"2268.8574399552";"660";"Amusement"
"11";"7";"1534.01449288383";"197";"Park"
"11";"8";"3034.30151662325";"1307";"Park"
"11";"9";"8097.52485774634";"5";"Park"
"11";"10";"4263.0042134901";"412";"Park"
"11";"12";"8527.28653876607";"36";"Park"
"11";"15";"4089.25848059307";"229";"Historical"
"11";"16";"8043.71413944373";"52";"Historical"
"11";"17";"3494.47054676684";"3";"Historical"
"11";"18";"2187.88665606097";"305";"Historical"
"11";"19";"2149.60829469937";"21";"Entertainment"
"11";"20";"2100.57505412031";"514";"Entertainment"
"11";"21";"1545.78727374895";"297";"Entertainment"
"11";"22";"3853.36512370531";"413";"Entertainment"
"11";"23";"3062.69061340229";"51";"Entertainment"
"11";"24";"1519.41489070142";"125";"Entertainment"
"11";"25";"3965.50106044536";"66";"Entertainment"
"11";"26";"404373.314022391";"349";"Entertainment"
"11";"27";"3180.0320303976";"3";"Entertainment"
"11";"28";"2217.68427109761";"74";"Entertainment"
"11";"29";"4679.83158987965";"2";"Entertainment"
"12";"1";"9639.44885844609";"886";"Amusement"
"12";"2";"9564.63625597856";"253";"Amusement"
"12";"3";"4654.42493161371";"599";"Amusement"
"12";"4";"9937.06933147427";"512";"Amusement"
"12";"5";"10412.556267464";"315";"Amusement"
"12";"6";"10767.4609954583";"660";"Amusement"
"12";"7";"9122.01481763612";"197";"Park"
"12";"8";"8394.01632285518";"1307";"Park"
"12";"9";"2939.54161631728";"5";"Park"
"12";"10";"4307.97841556845";"412";"Park"
"12";"11";"8527.28653876607";"61";"Park"
"12";"15";"4686.11137839716";"229";"Historical"
"12";"16";"2532.11751239895";"52";"Historical"
"12";"17";"7411.04288075911";"3";"Historical"
"12";"18";"9388.49969311485";"305";"Historical"
"12";"19";"7279.44025976221";"21";"Entertainment"
"12";"20";"6427.94231705396";"514";"Entertainment"
"12";"21";"6999.53849083631";"297";"Entertainment"
"12";"22";"4675.21178473278";"413";"Entertainment"
"12";"23";"5487.28566405174";"51";"Entertainment"
"12";"24";"7008.05331024072";"125";"Entertainment"
"12";"25";"12486.2603455919";"66";"Entertainment"
"12";"26";"404415.315854259";"349";"Entertainment"
"12";"27";"5354.96256845411";"3";"Entertainment"
"12";"28";"10283.3245706331";"74";"Entertainment"
"12";"29";"3861.82646476883";"2";"Entertainment"
"15";"1";"8018.32711028301";"886";"Amusement"
"15";"2";"7825.91398034965";"253";"Amusement"
"15";"3";"743.573784706809";"599";"Amusement"
"15";"4";"7730.07389404636";"512";"Amusement"
"15";"5";"5766.61596443641";"315";"Amusement"
"15";"6";"6221.03987967735";"660";"Amusement"
"15";"7";"4454.28913662043";"197";"Park"
"15";"8";"3807.28150775147";"1307";"Park"
"15";"9";"5282.5654941351";"5";"Park"
"15";"10";"665.120689040041";"412";"Park"
"15";"11";"4089.25848059307";"61";"Park"
"15";"12";"4686.11137839716";"36";"Park"
"15";"16";"5056.87412501858";"52";"Historical"
"15";"17";"2961.82732210522";"3";"Historical"
"15";"18";"4702.42800535644";"305";"Historical"
"15";"19";"3656.32846870446";"21";"Entertainment"
"15";"20";"2095.41933631442";"514";"Entertainment"
"15";"21";"2560.41728371953";"297";"Entertainment"
"15";"22";"965.152477327322";"413";"Entertainment"
"15";"23";"1168.51154530448";"51";"Entertainment"
"15";"24";"2639.04945299814";"125";"Entertainment"
"15";"25";"7948.71783983501";"66";"Entertainment"
"15";"26";"403337.104301435";"349";"Entertainment"
"15";"27";"1439.25768083706";"3";"Entertainment"
"15";"28";"5623.05089272149";"74";"Entertainment"
"15";"29";"1466.93158263757";"2";"Entertainment"
"16";"1";"7479.45048700971";"886";"Amusement"
"16";"2";"7447.33869413528";"253";"Amusement"
"16";"3";"4649.58192351859";"599";"Amusement"
"16";"4";"7967.93467186479";"512";"Amusement"
"16";"5";"10176.1907205605";"315";"Amusement"
"16";"6";"10299.3637854555";"660";"Amusement"
"16";"7";"9019.35643856285";"197";"Park"
"16";"8";"8815.16773815933";"1307";"Park"
"16";"9";"411.1530010373";"5";"Park"
"16";"10";"4447.75756596514";"412";"Park"
"16";"11";"8043.71413944373";"61";"Park"
"16";"12";"2532.11751239895";"36";"Park"
"16";"15";"5056.87412501858";"229";"Historical"
"16";"17";"8018.64413804303";"3";"Historical"
"16";"18";"9438.47461029929";"305";"Historical"
"16";"19";"6302.37963090662";"21";"Entertainment"
"16";"20";"6095.4843936729";"514";"Entertainment"
"16";"21";"6677.44849236611";"297";"Entertainment"
"16";"22";"4551.25994037884";"413";"Entertainment"
"16";"23";"5355.14798759939";"51";"Entertainment"
"16";"24";"6615.98192417109";"125";"Entertainment"
"16";"25";"11937.9675284532";"66";"Entertainment"
"16";"26";"406789.593129453";"349";"Entertainment"
"16";"27";"5019.6263997408";"3";"Entertainment"
"16";"28";"10100.79131639";"74";"Entertainment"
"16";"29";"3691.78597176757";"2";"Entertainment"
"17";"1";"9622.70443039554";"886";"Amusement"
"17";"2";"9383.36348291371";"253";"Amusement"
"17";"3";"3454.98955875261";"599";"Amusement"
"17";"4";"8998.45813458076";"512";"Amusement"
"17";"5";"3956.94739011515";"315";"Amusement"
"17";"6";"4772.23951713124";"660";"Amusement"
"17";"7";"2727.85809701043";"197";"Park"
"17";"8";"1088.79368763575";"1307";"Park"
"17";"9";"8239.14965928853";"5";"Park"
"17";"10";"3585.11746379411";"412";"Park"
"17";"11";"3494.47054676684";"61";"Park"
"17";"12";"7411.04288075911";"36";"Park"
"17";"15";"2961.82732210522";"229";"Historical"
"17";"16";"8018.64413804303";"52";"Historical"
"17";"18";"2555.48161268765";"305";"Historical"
"17";"19";"4638.43944446508";"21";"Entertainment"
"17";"20";"2976.47294395934";"514";"Entertainment"
"17";"21";"2815.31757002941";"297";"Entertainment"
"17";"22";"3613.68557565103";"413";"Entertainment"
"17";"23";"3010.81233377133";"51";"Entertainment"
"17";"24";"3007.64791746598";"125";"Entertainment"
"17";"25";"6339.8175967042";"66";"Entertainment"
"17";"26";"401347.917890427";"349";"Entertainment"
"17";"27";"3494.43794567854";"3";"Entertainment"
"17";"28";"3737.8101990348";"74";"Entertainment"
"17";"29";"4376.99041372492";"2";"Entertainment"
"18";"1";"8952.8956764897";"886";"Amusement"
"18";"2";"8687.7301180897";"253";"Amusement"
"18";"3";"4853.64902480709";"599";"Amusement"
"18";"4";"8073.85366927436";"512";"Amusement"
"18";"5";"1424.72083657667";"315";"Amusement"
"18";"6";"2335.2974573517";"660";"Amusement"
"18";"7";"655.780839662808";"197";"Park"
"18";"8";"1556.53780699772";"1307";"Park"
"18";"9";"9567.93611518774";"5";"Park"
"18";"10";"5142.03462573067";"412";"Park"
"18";"11";"2187.88665606097";"61";"Park"
"18";"12";"9388.49969311485";"36";"Park"
"18";"15";"4702.42800535644";"229";"Historical"
"18";"16";"9438.47461029929";"52";"Historical"
"18";"17";"2555.48161268765";"3";"Historical"
"18";"19";"4234.36714435717";"21";"Entertainment"
"18";"20";"3399.69427626699";"514";"Entertainment"
"18";"21";"2862.24567769609";"297";"Entertainment"
"18";"22";"4912.62920210511";"413";"Entertainment"
"18";"23";"4088.96794911246";"51";"Entertainment"
"18";"24";"2983.66499303955";"125";"Entertainment"
"18";"25";"3797.45756069438";"66";"Entertainment"
"18";"26";"402280.337764177";"349";"Entertainment"
"18";"27";"4426.91563640201";"3";"Entertainment"
"18";"28";"1194.12653876005";"74";"Entertainment"
"18";"29";"5792.58530143666";"2";"Entertainment"
"19";"1";"4993.24227456892";"886";"Amusement"
"19";"2";"4749.3822296485";"253";"Amusement"
"19";"3";"3104.52227148085";"599";"Amusement"
"19";"4";"4380.66915558914";"512";"Amusement"
"19";"5";"4345.77857575295";"315";"Amusement"
"19";"6";"4176.2756799693";"660";"Amusement"
"19";"7";"3608.76915708945";"197";"Park"
"19";"8";"4628.19935287183";"1307";"Park"
"19";"9";"6286.48220107853";"5";"Park"
"19";"10";"3474.93164470016";"412";"Park"
"19";"11";"2149.60829469937";"61";"Park"
"19";"12";"7279.44025976221";"36";"Park"
"19";"15";"3656.32846870446";"229";"Historical"
"19";"16";"6302.37963090662";"52";"Historical"
"19";"17";"4638.43944446508";"3";"Historical"
"19";"18";"4234.36714435717";"305";"Historical"
"19";"20";"1799.8461725133";"514";"Entertainment"
"19";"21";"1823.44989318352";"297";"Entertainment"
"19";"22";"2950.81739858617";"413";"Entertainment"
"19";"23";"2501.54772421942";"51";"Entertainment"
"19";"24";"1631.08505700452";"125";"Entertainment"
"19";"25";"5703.0428520522";"66";"Entertainment"
"19";"26";"405975.028901041";"349";"Entertainment"
"19";"27";"2259.36753769713";"3";"Entertainment"
"19";"28";"4360.47376305128";"74";"Entertainment"
"19";"29";"3519.5225331602";"2";"Entertainment"
"20";"1";"6689.10601341038";"886";"Amusement"
"20";"2";"6458.95287478118";"253";"Amusement"
"20";"3";"1797.39984848638";"599";"Amusement"
"20";"4";"6160.83627530189";"512";"Amusement"
"20";"5";"4094.67096420894";"315";"Amusement"
"20";"6";"4345.68680487856";"660";"Amusement"
"20";"7";"2930.65235881686";"197";"Park"
"20";"8";"3229.19731074552";"1307";"Park"
"20";"9";"6197.49154609757";"5";"Park"
"20";"10";"2173.08175220522";"412";"Park"
"20";"11";"2100.57505412031";"61";"Park"
"20";"12";"6427.94231705396";"36";"Park"
"20";"15";"2095.41933631442";"229";"Historical"
"20";"16";"6095.4843936729";"52";"Historical"
"20";"17";"2976.47294395934";"3";"Historical"
"20";"18";"3399.69427626699";"305";"Historical"
"20";"19";"1799.8461725133";"21";"Entertainment"
"20";"21";"588.325676141402";"297";"Entertainment"
"20";"22";"1753.04754328732";"413";"Entertainment"
"20";"23";"977.385317464195";"51";"Entertainment"
"20";"24";"581.836855525514";"125";"Entertainment"
"20";"25";"6059.32496998819";"66";"Entertainment"
"20";"26";"404304.568478557";"349";"Entertainment"
"20";"27";"1101.51215511055";"3";"Entertainment"
"20";"28";"4008.46155957313";"74";"Entertainment"
"20";"29";"2592.16175265374";"2";"Entertainment"
"21";"1";"6813.26529579628";"886";"Amusement"
"21";"2";"6571.38519372088";"253";"Amusement"
"21";"3";"2352.49623569659";"599";"Amusement"
"21";"4";"6189.60632281396";"512";"Amusement"
"21";"5";"3507.11390507473";"315";"Amusement"
"21";"6";"3768.42012597627";"660";"Amusement"
"21";"7";"2362.79478599491";"197";"Park"
"21";"8";"2876.83845735299";"1307";"Park"
"21";"9";"6772.98047590586";"5";"Park"
"21";"10";"2718.8656948871";"412";"Park"
"21";"11";"1545.78727374895";"61";"Park"
"21";"12";"6999.53849083631";"36";"Park"
"21";"15";"2560.41728371953";"229";"Historical"
"21";"16";"6677.44849236611";"52";"Historical"
"21";"17";"2815.31757002941";"3";"Historical"
"21";"18";"2862.24567769609";"305";"Historical"
"21";"19";"1823.44989318352";"21";"Entertainment"
"21";"20";"588.325676141402";"514";"Entertainment"
"21";"22";"2325.84459577273";"413";"Entertainment"
"21";"23";"1519.50501266209";"51";"Entertainment"
"21";"24";"192.366764982508";"125";"Entertainment"
"21";"25";"5487.2888874622";"66";"Entertainment"
"21";"26";"404154.321317594";"349";"Entertainment"
"21";"27";"1689.50267395215";"3";"Entertainment"
"21";"28";"3423.79019187423";"74";"Entertainment"
"21";"29";"3175.79906027388";"2";"Entertainment"
"22";"1";"7075.7411444332";"886";"Amusement"
"22";"2";"6889.09736741064";"253";"Amusement"
"22";"3";"221.672228973213";"599";"Amusement"
"22";"4";"6832.14015723722";"512";"Amusement"
"22";"5";"5787.70297622516";"315";"Amusement"
"22";"6";"6094.20160869862";"660";"Amusement"
"22";"7";"4545.93771789715";"197";"Park"
"22";"8";"4294.16768278642";"1307";"Park"
"22";"9";"4717.71892348204";"5";"Park"
"22";"10";"528.444223306606";"412";"Park"
"22";"11";"3853.36512370531";"61";"Park"
"22";"12";"4675.21178473278";"36";"Park"
"22";"15";"965.152477327322";"229";"Historical"
"22";"16";"4551.25994037884";"52";"Historical"
"22";"17";"3613.68557565103";"3";"Historical"
"22";"18";"4912.62920210511";"305";"Historical"
"22";"19";"2950.81739858617";"21";"Entertainment"
"22";"20";"1753.04754328732";"514";"Entertainment"
"22";"21";"2325.84459577273";"297";"Entertainment"
"22";"23";"835.289777505689";"51";"Entertainment"
"22";"24";"2333.98340518376";"125";"Entertainment"
"22";"25";"7811.19446552538";"66";"Entertainment"
"22";"26";"404296.222478916";"349";"Entertainment"
"22";"27";"721.828606334368";"3";"Entertainment"
"22";"28";"5678.86527862358";"74";"Entertainment"
"22";"29";"880.978595866261";"2";"Entertainment"
"23";"1";"7069.51963794511";"886";"Amusement"
"23";"2";"6860.54986039875";"253";"Amusement"
"23";"3";"834.020994555289";"599";"Amusement"
"23";"4";"6686.20477769927";"512";"Amusement"
"23";"5";"4954.10984347518";"315";"Amusement"
"23";"6";"5281.76779886536";"660";"Amusement"
"23";"7";"3711.35439122132";"197";"Park"
"23";"8";"3567.07611765563";"1307";"Park"
"23";"9";"5502.11610448203";"5";"Park"
"23";"10";"1200.39930834876";"412";"Park"
"23";"11";"3062.69061340229";"61";"Park"
"23";"12";"5487.28566405174";"36";"Park"
"23";"15";"1168.51154530448";"229";"Historical"
"23";"16";"5355.14798759939";"52";"Historical"
"23";"17";"3010.81233377133";"3";"Historical"
"23";"18";"4088.96794911246";"305";"Historical"
"23";"19";"2501.54772421942";"21";"Entertainment"
"23";"20";"977.385317464195";"514";"Entertainment"
"23";"21";"1519.50501266209";"297";"Entertainment"
"23";"22";"835.289777505689";"413";"Entertainment"
"23";"24";"1553.76206770957";"125";"Entertainment"
"23";"25";"7004.09933257822";"66";"Entertainment"
"23";"26";"404069.313425273";"349";"Entertainment"
"23";"27";"490.469746488695";"3";"Entertainment"
"23";"28";"4843.79859202029";"74";"Entertainment"
"23";"29";"1714.12729860013";"2";"Entertainment"
"24";"1";"6621.21682946433";"886";"Amusement"
"24";"2";"6379.16225411491";"253";"Amusement"
"24";"3";"2378.49236167928";"599";"Amusement"
"24";"4";"5998.26867844641";"512";"Amusement"
"24";"5";"3560.24492045612";"315";"Amusement"
"24";"6";"3771.32886665269";"660";"Amusement"
"24";"7";"2459.79288089784";"197";"Park"
"24";"8";"3057.35441170709";"1307";"Park"
"24";"9";"6700.70161726742";"5";"Park"
"24";"10";"2752.61353184285";"412";"Park"
"24";"11";"1519.41489070142";"61";"Park"
"24";"12";"7008.05331024072";"36";"Park"
"24";"15";"2639.04945299814";"229";"Historical"
"24";"16";"6615.98192417109";"52";"Historical"
"24";"17";"3007.64791746598";"3";"Historical"
"24";"18";"2983.66499303955";"305";"Historical"
"24";"19";"1631.08505700452";"21";"Entertainment"
"24";"20";"581.836855525514";"514";"Entertainment"
